ensembl,gene_name,uniprot
ENSG00000204580,DDR1,Q08345
ENSG00000215522,DDR1,Q08345
ENSG00000230456,DDR1,Q08345
ENSG00000234078,DDR1,Q08345
ENSG00000134780,DAGLA,Q9Y4D2
ENSG00000198189,HSD17B11,Q8NBQ5
ENSG00000132196,HSD17B7,P56937
ENSG00000162946,DISC1,Q9NRI5
ENSG00000104371,DKK4,Q9UBT3
ENSG00000104901,DKKL1,Q9UK85
ENSG00000170579,DLGAP1,O14490
ENSG00000128917,DLL4,Q9NR61
ENSG00000187908,DMBT1,Q9UGM3
ENSG00000241674,HLA-DMB,P28068
ENSG00000242092,HLA-DMB,P28068
ENSG00000241296,HLA-DMB,P28068
ENSG00000242574,HLA-DMB,P28068
ENSG00000234154,HLA-DMB,P28068
ENSG00000239329,HLA-DMB,P28068
ENSG00000226264,HLA-DMB,P28068
ENSG00000242386,HLA-DMB,P28068
ENSG00000161249,DMKN,Q6E0U4
ENSG00000152592,DMP1,Q13316
ENSG00000104936,DMPK,Q09013
ENSG00000213918,DNASE1,P24855
ENSG00000140254,DUOXA1,Q1HG43
ENSG00000196101,HLA-DRB3,P79483
ENSG00000231679,HLA-DRB3,P79483
ENSG00000184845,DRD1,P21728
ENSG00000134765,DSC1,Q08554
ENSG00000134757,DSG3,P32926
ENSG00000180872,DEFB112,Q30KQ8
ENSG00000164821,DEFA4,P12838
ENSG00000119522,DENND1A,Q8TEH3
ENSG00000167733,HSD11B1L,Q7Z5J1
ENSG00000167536,DHRS13,Q6UX07
ENSG00000204257,HLA-DMA,P28067
ENSG00000243215,HLA-DMA,P28067
ENSG00000242361,HLA-DMA,P28067
ENSG00000239463,HLA-DMA,P28067
ENSG00000242685,HLA-DMA,P28067
ENSG00000243189,HLA-DMA,P28067
ENSG00000243719,HLA-DMA,P28067
ENSG00000162616,DNAJB4,Q9UDY4
ENSG00000101152,DNAJC5,Q9H3Z4
ENSG00000147113,CXorf36,Q9H7Y0
ENSG00000162595,DIRAS3,O95661
ENSG00000243612,HLA-DOB,P13765
ENSG00000241106,HLA-DOB,P13765
ENSG00000241386,HLA-DOB,P13765
ENSG00000243496,HLA-DOB,P13765
ENSG00000241910,HLA-DOB,P13765
ENSG00000239457,HLA-DOB,P13765
ENSG00000128512,DOCK4,Q8N1I0
ENSG00000187630,DHRS4L2,Q6PKH6
ENSG00000198502,HLA-DRB5,Q30154
ENSG00000069696,DRD4,P21917
ENSG00000180424,DEFB123,Q8N688
ENSG00000180383,DEFB124,Q8NES8
ENSG00000125788,DEFB126,Q9BYW3
ENSG00000185982,DEFB128,Q7Z7B8
ENSG00000205882,DEFB134,Q4QY38
ENSG00000205884,DEFB136,Q30KP8
ENSG00000136279,DBNL,Q9UJU6
ENSG00000136750,GAD2,Q05329
ENSG00000162733,DDR2,Q16832
ENSG00000206047,DEFA1,P59665
ENSG00000240247,DEFA1B,P59665
ENSG00000239839,DEFA3,P59666
ENSG00000105928,DFNA5,O60443
ENSG00000102780,DGKH,Q86XP1
ENSG00000164535,DAGLB,Q8NCG7
ENSG00000135392,DNAJC14,Q6Y2X3
ENSG00000050165,DKK3,Q9UBP4
ENSG00000075711,DLG1,Q12959
ENSG00000198947,DMD,P11532
ENSG00000123454,DBH,P09172
ENSG00000145214,DGKQ,P52824
ENSG00000149091,DGKZ,Q13574
ENSG00000165023,DIRAS2,Q96HU8
ENSG00000150672,DLG2,Q15700
ENSG00000132535,DLG4,P78352
ENSG00000151208,DLG5,Q8TDM6
ENSG00000274429,DLG5,Q8TDM6
ENSG00000168384,HLA-DPA1,P20036
ENSG00000206291,HLA-DPA1,P20036
ENSG00000224103,HLA-DPA1,P20036
ENSG00000231389,HLA-DPA1,P20036
ENSG00000228163,HLA-DPA1,P20036
ENSG00000235844,HLA-DPA1,P20036
ENSG00000229685,HLA-DPA1,P20036
ENSG00000236177,HLA-DPA1,P20036
ENSG00000215048,HLA-DPB1,P04440
ENSG00000236693,HLA-DPB1,P04440
ENSG00000223865,HLA-DPB1,P04440
ENSG00000230763,HLA-DPB1,P04440
ENSG00000226826,HLA-DPB1,P04440
ENSG00000237710,HLA-DPB1,P04440
ENSG00000015413,DPEP1,P16444
ENSG00000176978,DPP7,Q9UHL4
ENSG00000197635,DPP4,P27487
ENSG00000227993,HLA-DRA,P01903
ENSG00000206308,HLA-DRA,P01903
ENSG00000204287,HLA-DRA,P01903
ENSG00000234794,HLA-DRA,P01903
ENSG00000230726,HLA-DRA,P01903
ENSG00000228987,HLA-DRA,P01903
ENSG00000226260,HLA-DRA,P01903
ENSG00000102385,DRP2,Q13474
ENSG00000181418,DDN,O94850
ENSG00000175084,DES,P17661
ENSG00000096696,DSP,P15924
ENSG00000170509,HSD17B13,Q7Z5P4
ENSG00000181744,C3orf58,Q8NDZ4
ENSG00000155011,DKK2,Q9UBU2
ENSG00000116544,DLGAP3,O95886
ENSG00000103423,DNAJA3,Q96EY1
ENSG00000276726,DNAJA3,Q96EY1
ENSG00000177030,DEAF1,O75398
ENSG00000278535,DHRS11,Q6UWP2
ENSG00000275397,DHRS11,Q6UWP2
ENSG00000131504,DIAPH1,O60610
ENSG00000176490,DIRAS1,O95057
ENSG00000107984,DKK1,O94907
ENSG00000188215,DCUN1D3,Q8IWE4
ENSG00000164935,DCSTAMP,Q9H295
ENSG00000107201,DDX58,O95786
ENSG00000164816,DEFA5,Q01523
ENSG00000171711,DEFB4A,O15263
ENSG00000177257,DEFB4B,O15263
ENSG00000275444,DEFB4B,O15263
ENSG00000139549,DHH,O43323
ENSG00000198010,DLGAP2,Q9P1A6
ENSG00000198719,DLL1,O00548
ENSG00000275555,DLL1,O00548
ENSG00000167968,DNASE1L2,Q92874
ENSG00000130226,DPP6,P42658
ENSG00000282974,DPP6,P42658
ENSG00000156171,DRAM2,Q6UX65
ENSG00000184544,DHRS7C,A6NNS2
ENSG00000134755,DSC2,Q02487
ENSG00000171587,DSCAM,O60469
ENSG00000177103,DSCAML1,Q8TD84
ENSG00000046604,DSG2,Q14126
ENSG00000152591,DSPP,Q9NZW4
ENSG00000134769,DTNA,Q9Y4J8
ENSG00000149599,DUSP15,Q9H1R2
ENSG00000004975,DVL2,O14641
ENSG00000249751,ECSCR,Q19T08
ENSG00000169242,EFNA1,P20827
ENSG00000243364,EFNA4,P52798
ENSG00000184349,EFNA5,P52803
ENSG00000125266,EFNB2,P52799
ENSG00000134762,DSC3,Q14574
ENSG00000134760,DSG1,Q02413
ENSG00000175065,DSG4,Q86SJ6
ENSG00000140279,DUOX2,Q9NRD8
ENSG00000169397,RNASE3,P12724
ENSG00000084710,EFR3B,Q9Y2G0
ENSG00000187957,DNER,Q8NFT8
ENSG00000213551,DNAJC9,Q8WXX5
ENSG00000163687,DNASE1L3,Q13609
ENSG00000147459,DOCK5,Q9H7D0
ENSG00000206301,HLA-DQA2,P01906
ENSG00000237541,HLA-DQA2,P01906
ENSG00000231526,HLA-DQA2,P01906
ENSG00000257473,HLA-DQA2,P01906
ENSG00000225103,HLA-DQA2,P01906
ENSG00000223793,HLA-DQA2,P01906
ENSG00000233192,HLA-DQA2,P01906
ENSG00000231823,HLA-DQA2,P01906
ENSG00000231286,HLA-DQB1,P01920
ENSG00000233209,HLA-DQB1,P01920
ENSG00000225824,HLA-DQB1,P01920
ENSG00000079819,EPB41L2,O43491
ENSG00000127129,EDN2,P20800
ENSG00000151617,EDNRA,P25101
ENSG00000107404,DVL1,O14640
ENSG00000143369,ECM1,Q16610
ENSG00000143590,EFNA3,P52797
ENSG00000106991,ENG,P17813
ENSG00000024422,EHD2,Q9NZN4
ENSG00000248329,APELA,P0DMC3
ENSG00000155849,ELMO1,Q92556
ENSG00000170571,EMB,Q6PCB8
ENSG00000186998,EMID1,Q96A84
ENSG00000213853,EMP2,P54851
ENSG00000074800,ENO1,P06733
ENSG00000204252,HLA-DOA,P06340
ENSG00000206292,HLA-DOA,P06340
ENSG00000231558,HLA-DOA,P06340
ENSG00000232957,HLA-DOA,P06340
ENSG00000232962,HLA-DOA,P06340
ENSG00000230141,HLA-DOA,P06340
ENSG00000235744,HLA-DOA,P06340
ENSG00000146094,DOK3,Q7L591
ENSG00000196735,HLA-DQA1,P01909
ENSG00000206305,HLA-DQA1,P01909
ENSG00000232062,HLA-DQA1,P01909
ENSG00000196610,HLA-DQB2,P05538
ENSG00000232629,HLA-DQB2,P05538
ENSG00000226165,HLA-DQB2,P05538
ENSG00000228813,HLA-DQB2,P05538
ENSG00000228254,HLA-DQB2,P05538
ENSG00000224305,HLA-DQB2,P05538
ENSG00000230675,HLA-DQB2,P05538
ENSG00000229493,HLA-DQB2,P05538
ENSG00000047579,DTNBP1,Q96EV8
ENSG00000137857,DUOX1,Q9NRD9
ENSG00000117298,ECE1,P42892
ENSG00000079805,DNM2,P50570
ENSG00000232125,DYTN,A2CJ06
ENSG00000078401,EDN1,P05305
ENSG00000099617,EFNA2,O43921
ENSG00000198759,EGFL6,Q8IUX8
ENSG00000241404,EGFL8,Q99944
ENSG00000242038,EGFL8,Q99944
ENSG00000239974,EGFL8,Q99944
ENSG00000240389,EGFL8,Q99944
ENSG00000244444,EGFL8,Q99944
ENSG00000243897,EGFL8,Q99944
ENSG00000240592,EGFL8,Q99944
ENSG00000110047,EHD1,Q9H4M9
ENSG00000103966,EHD4,Q9H223
ENSG00000175920,DOK7,Q18PE1
ENSG00000175497,DPP10,Q8N608
ENSG00000162490,DRAXIN,Q8NBI3
ENSG00000227357,HLA-DRB4,P13762
ENSG00000149295,DRD2,P14416
ENSG00000151577,DRD3,P35462
ENSG00000169676,DRD5,P21918
ENSG00000133059,DSTYK,Q6XUX3
ENSG00000187240,DYNC2H1,Q8NCM8
ENSG00000178690,DYNAP,Q8N1N2
ENSG00000135636,DYSF,O75923
ENSG00000151914,DST,Q03001
ENSG00000082397,EPB41L3,Q9Y2J2
ENSG00000106688,SLC1A1,P43005
ENSG00000106823,ECM2,O94769
ENSG00000164176,EDIL3,O43854
ENSG00000132294,EFR3A,Q14156
ENSG00000146648,EGFR,P00533
ENSG00000161671,EMC10,Q5UCC4
ENSG00000165675,ENOX2,Q16206
ENSG00000136960,ENPP2,Q13822
ENSG00000187097,ENTPD5,O75356
ENSG00000197586,ENTPD6,O75354
ENSG00000188833,ENTPD8,Q5MY95
ENSG00000127527,EPS15L1,Q9UBC2
ENSG00000169393,ELSPBP1,Q96BH3
ENSG00000172824,CES4A,Q5XG92
ENSG00000159398,CES5A,Q6NT32
ENSG00000158220,ESYT3,A0FGR9
ENSG00000072840,EVC,P57679
ENSG00000124205,EDN3,P14138
ENSG00000136160,EDNRB,P24530
ENSG00000149218,ENDOD1,O94919
ENSG00000197594,ENPP1,P22413
ENSG00000154269,ENPP3,O14638
ENSG00000001561,ENPP4,Q9Y6X5
ENSG00000164303,ENPP6,Q6UWR7
ENSG00000135960,EDAR,Q9UNE0
ENSG00000158813,EDA,Q92838
ENSG00000108947,EFNB3,Q15768
ENSG00000013016,EHD3,Q9NZN3
ENSG00000132205,EMILIN2,Q9BXX0
ENSG00000132464,ENAM,Q9NRM1
ENSG00000181562,EDDM3A,Q14507
ENSG00000117868,ESYT2,A0FGR8
ENSG00000168913,ENHO,Q6UWT2
ENSG00000182585,EPGN,Q6UW88
ENSG00000146904,EPHA1,P21709
ENSG00000145242,EPHA5,P54756
ENSG00000130427,EPO,P01588
ENSG00000151491,EPS8,Q12929
ENSG00000182944,EWSR1,Q01844
ENSG00000175182,FAM131A,Q6UXB0
ENSG00000143278,F13B,P05160
ENSG00000088926,F11,P03951
ENSG00000131187,F12,P00748
ENSG00000203795,FAM24A,A6NFZ4
ENSG00000112796,ENPP5,Q9UJA9
ENSG00000181552,EDDM3B,P56851
ENSG00000086289,EPDR1,Q9UM22
ENSG00000142627,EPHA2,P29317
ENSG00000183317,EPHA10,Q5JZY3
ENSG00000105131,EPHX3,Q9H6B9
ENSG00000112425,EPM2A,O95278
ENSG00000083782,EPYC,Q99645
ENSG00000065361,ERBB3,P21860
ENSG00000112851,ERBIN,Q96RT1
ENSG00000124882,EREG,O14944
ENSG00000116285,ERRFI1,Q9UJM3
ENSG00000149564,ESAM,Q96AP7
ENSG00000172889,EGFL7,Q9UHF1
ENSG00000164318,EGFLAM,Q63HQ2
ENSG00000183798,EMILIN3,Q9NT22
ENSG00000178568,ERBB4,Q15303
ENSG00000164010,ERMAP,Q96PL5
ENSG00000164283,ESM1,Q9NQ30
ENSG00000054179,ENTPD2,Q9Y5L3
ENSG00000166947,EPB42,P16452
ENSG00000119888,EPCAM,P16422
ENSG00000101000,PROCR,Q9UNN8
ENSG00000044524,EPHA3,P29320
ENSG00000116106,EPHA4,P54764
ENSG00000135333,EPHA7,Q15375
ENSG00000070886,EPHA8,P29322
ENSG00000154928,EPHB1,P54762
ENSG00000133216,EPHB2,P29323
ENSG00000085832,EPS15,P42566
ENSG00000139641,ESYT1,Q9BSJ8
ENSG00000113391,FAM172A,Q8WUF8
ENSG00000198734,F5,P12259
ENSG00000124102,PI3,P19957
ENSG00000049540,ELN,P15502
ENSG00000111405,ENDOU,P21128
ENSG00000111674,ENO2,P09104
ENSG00000120658,ENOX1,Q8TC92
ENSG00000080224,EPHA6,Q9UF33
ENSG00000182580,EPHB3,P54753
ENSG00000196411,EPHB4,P54760
ENSG00000187266,EPOR,P19235
ENSG00000122378,FAM213A,Q9BRX8
ENSG00000108950,FAM20A,Q96MK3
ENSG00000167695,FAM57A,Q8TBR7
ENSG00000071889,FAM3A,P98173
ENSG00000063245,EPN1,Q9Y6I3
ENSG00000101448,EPPIN,O95925
ENSG00000249139,EPPIN-WFDC6,O95925
ENSG00000141736,ERBB2,P04626
ENSG00000178752,ERFE,Q4G0M1
ENSG00000170075,GPR37L1,O60883
ENSG00000057593,F7,P08709
ENSG00000188107,EYS,Q5T1H1
ENSG00000189320,FAM180A,Q6UWF9
ENSG00000219438,FAM19A5,Q7Z5A7
ENSG00000162894,FCMR,O60667
ENSG00000183844,FAM3B,P58499
ENSG00000181617,FDCSP,Q8NFU4
ENSG00000182511,FES,P07332
ENSG00000126266,FFAR1,O14842
ENSG00000126262,FFAR2,O15552
ENSG00000186188,FFAR4,Q5NUL3
ENSG00000146192,FGD2,Q7Z6J4
ENSG00000154783,FGD5,Q6ZNL6
ENSG00000186895,FGF3,P11487
ENSG00000075388,FGF4,P08620
ENSG00000138675,FGF5,P12034
ENSG00000140285,FGF7,P21781
ENSG00000137440,FGFBP1,Q14512
ENSG00000244414,CFHR1,Q03591
ENSG00000134389,CFHR5,Q9BXR6
ENSG00000152767,FARP1,Q9Y4F1
ENSG00000162747,FCGR3B,O75015
ENSG00000085265,FCN1,O00602
ENSG00000163518,FCRL4,Q96PJ5
ENSG00000181036,FCRL6,Q6DN72
ENSG00000158815,FGF17,O60258
ENSG00000156427,FGF18,O76093
ENSG00000078579,FGF20,Q9NP95
ENSG00000105550,FGF21,Q9NSA1
ENSG00000138685,FGF2,P09038
ENSG00000179431,FJX1,Q86VR8
ENSG00000152102,FAM168B,A1KXE4
ENSG00000126218,F10,P00742
ENSG00000177706,FAM20C,Q8IXL6
ENSG00000185010,F8,P00451
ENSG00000101981,F9,P00740
ENSG00000169398,PTK2,Q05397
ENSG00000077942,FBLN1,P23142
ENSG00000072694,FCGR2B,P31994
ENSG00000281123,FCGBP,Q9Y6R7
ENSG00000198019,FCGR1B,Q92637
ENSG00000115380,EFEMP1,Q12805
ENSG00000081051,AFP,P02771
ENSG00000162344,FGF19,O95750
ENSG00000111241,FGF6,P10767
ENSG00000107831,FGF8,P55075
ENSG00000137312,FLOT1,O75955
ENSG00000206379,FLOT1,O75955
ENSG00000206480,FLOT1,O75955
ENSG00000232280,FLOT1,O75955
ENSG00000230143,FLOT1,O75955
ENSG00000162769,FLVCR1,Q9Y5Y0
ENSG00000248905,FMN1,Q68DA7
ENSG00000282513,FMN1,Q68DA7
ENSG00000184922,FMNL1,O95466
ENSG00000161791,FMNL3,Q8IVF7
ENSG00000164694,FNDC1,Q4ZHG4
ENSG00000143107,FNDC7,Q5VTL7
ENSG00000249715,FER1L5,A0AVI2
ENSG00000101311,FERMT1,Q9BQL6
ENSG00000073712,FERMT2,Q96AC1
ENSG00000151422,FER,P16591
ENSG00000116785,CFHR3,Q02985
ENSG00000090554,FLT3LG,P49771
ENSG00000188931,CFAP126,Q5VTH2
ENSG00000119686,FLVCR2,Q9UPI3
ENSG00000122176,FMOD,Q06828
ENSG00000187239,FNBP1,Q96RU3
ENSG00000092820,EZR,P15311
ENSG00000048828,FAM120A,Q9NZB2
ENSG00000155744,FAM126B,Q8IXS8
ENSG00000124491,F13A1,P00488
ENSG00000214447,FAM187A,A6NFU0
ENSG00000183662,FAM19A1,Q7Z5A9
ENSG00000184599,FAM19A3,Q7Z5A8
ENSG00000213185,FAM24B,Q8N5W8
ENSG00000149534,MS4A2,Q01362
ENSG00000143226,FCGR2A,P12318
ENSG00000203747,FCGR3A,P08637
ENSG00000150337,FCGR1A,P12314
ENSG00000104870,FCGRT,P55899
ENSG00000160339,FCN2,Q15485
ENSG00000198643,FAM3D,Q96BQ1
ENSG00000083857,FAT1,Q14517
ENSG00000196159,FAT4,Q6V0I7
ENSG00000143297,FCRL5,Q96RD9
ENSG00000000938,FGR,P09769
ENSG00000171560,FGA,P02671
ENSG00000182473,EXOC7,Q9UPT5
ENSG00000140092,FBLN5,Q9UBX5
ENSG00000166147,FBN1,P35555
ENSG00000138829,FBN2,P35556
ENSG00000142449,FBN3,Q75N90
ENSG00000132704,FCRL2,Q96LA5
ENSG00000162694,EXTL2,Q9UBQ6
ENSG00000144649,FAM198A,Q9UFP1
ENSG00000163377,FAM19A4,Q96LR4
ENSG00000120899,PTK2B,Q14289
ENSG00000196937,FAM3C,Q92520
ENSG00000086570,FAT2,Q9NYQ8
ENSG00000162897,FCAMR,Q8WWV6
ENSG00000186431,FCAR,P24071
ENSG00000275136,FCAR,P24071
ENSG00000275269,FCAR,P24071
ENSG00000276858,FCAR,P24071
ENSG00000275970,FCAR,P24071
ENSG00000273738,FCAR,P24071
ENSG00000275564,FCAR,P24071
ENSG00000276985,FCAR,P24071
ENSG00000274580,FCAR,P24071
ENSG00000278415,FCAR,P24071
ENSG00000284061,FCAR,P24071
ENSG00000283750,FCAR,P24071
ENSG00000283953,FCAR,P24071
ENSG00000284245,FCAR,P24071
ENSG00000284004,FCAR,P24071
ENSG00000179639,FCER1A,P12319
ENSG00000145192,AHSG,P02765
ENSG00000090512,FETUB,Q9UGM5
ENSG00000185897,FFAR3,O14843
ENSG00000137441,FGFBP2,Q9BYJ0
ENSG00000175857,GAPT,Q8N292
ENSG00000180447,GAS1,P54826
ENSG00000186469,GNG2,P59768
ENSG00000176533,GNG7,O60262
ENSG00000167083,GNGT2,O14610
ENSG00000149557,FEZ1,Q99689
ENSG00000102678,FGF9,P31371
ENSG00000174721,FGFBP3,Q8TAT2
ENSG00000077782,FGFR1,P11362
ENSG00000160867,FGFR4,P22455
ENSG00000104760,FGL1,Q08830
ENSG00000127951,FGL2,Q14314
ENSG00000171557,FGG,P02679
ENSG00000115414,FN1,P02751
ENSG00000125848,FLRT3,Q9NZU0
ENSG00000164946,FREM1,Q5H8C1
ENSG00000183090,FREM3,P0C091
ENSG00000053108,FSTL4,Q6MZW2
ENSG00000168843,FSTL5,Q8N475
ENSG00000134363,FST,P19883
ENSG00000010810,FYN,P06241
ENSG00000155816,FMN2,Q9NZ56
ENSG00000102081,FMR1,Q06787
ENSG00000110203,FOLR3,P41439
ENSG00000171049,FPR2,P25090
ENSG00000139926,FRMD6,Q96NE9
ENSG00000070404,FSTL3,O95633
ENSG00000157240,FZD1,Q9UP38
ENSG00000164930,FZD6,O60353
ENSG00000128310,GALR3,O60755
ENSG00000141429,GALNT1,Q10472
ENSG00000126500,FLRT1,Q9NZU1
ENSG00000185070,FLRT2,O43155
ENSG00000131808,FSHB,P01225
ENSG00000163430,FSTL1,Q12841
ENSG00000001036,FUCA2,Q9BTY2
ENSG00000111432,FZD10,Q9ULW2
ENSG00000163251,FZD5,Q13467
ENSG00000177283,FZD8,Q9H461
ENSG00000188763,FZD9,O00144
ENSG00000180340,FZD2,Q14332
ENSG00000174804,FZD4,Q9ULV1
ENSG00000155760,FZD7,O75084
ENSG00000145907,G3BP1,Q13283
ENSG00000033327,GAB2,Q9UQC2
ENSG00000177225,GATD1,Q8NB37
ENSG00000197487,GALP,Q9UBC7
ENSG00000182687,GALR2,O43603
ENSG00000184502,GAST,P01350
ENSG00000127920,GNG11,P61952
ENSG00000127588,GNG13,Q9P2W3
ENSG00000167414,GNG8,Q9UK08
ENSG00000151834,GABRA2,P47869
ENSG00000186297,GABRA5,P31644
ENSG00000187730,GABRD,O14764
ENSG00000182256,GABRG3,Q99928
ENSG00000094755,GABRP,O00591
ENSG00000146276,GABRR1,P24046
ENSG00000163520,FBLN2,P98095
ENSG00000172638,EFEMP2,O95967
ENSG00000144152,FBLN7,Q53RD9
ENSG00000137942,FNBP1L,Q5T0N5
ENSG00000174013,FBXO45,P0C2W1
ENSG00000104921,FCER2,P06734
ENSG00000158869,FCER1G,P30273
ENSG00000142748,FCN3,O75636
ENSG00000163534,FCRL1,Q96LA6
ENSG00000160856,FCRL3,Q96P31
ENSG00000196468,FGF16,O43320
ENSG00000066468,FGFR2,P21802
ENSG00000068078,FGFR3,P22607
ENSG00000127418,FGFRL1,Q8N441
ENSG00000132589,FLOT2,Q14254
ENSG00000070601,FRMPD1,Q5SYB0
ENSG00000110195,FOLR1,P15328
ENSG00000171051,FPR1,P21462
ENSG00000143951,WDPCP,O95876
ENSG00000105220,GPI,P06744
ENSG00000204681,GABBR1,Q9UBS5
ENSG00000206466,GABBR1,Q9UBS5
ENSG00000206511,GABBR1,Q9UBS5
ENSG00000232632,GABBR1,Q9UBS5
ENSG00000237112,GABBR1,Q9UBS5
ENSG00000232569,GABBR1,Q9UBS5
ENSG00000237051,GABBR1,Q9UBS5
ENSG00000136928,GABBR2,O75899
ENSG00000070193,FGF10,O15520
ENSG00000113578,FGF1,P05230
ENSG00000070388,FGF22,Q9HCT0
ENSG00000118972,FGF23,Q9GZV9
ENSG00000080910,CFHR2,P36980
ENSG00000134365,CFHR4,Q92496
ENSG00000171564,FGB,P02675
ENSG00000176971,FIBIN,Q8TAL6
ENSG00000181027,FKRP,Q9H9S5
ENSG00000160097,FNDC5,Q8NAU1
ENSG00000086205,FOLH1,Q04609
ENSG00000165457,FOLR2,P14207
ENSG00000186417,GLDN,Q6ZMI3
ENSG00000101958,GLRA2,P23416
ENSG00000109738,GLRB,P48167
ENSG00000181619,GPR135,Q8IZ08
ENSG00000173890,GPR160,Q9UJ42
ENSG00000250510,GPR162,Q16538
ENSG00000179921,GPBAR1,Q8TDU6
ENSG00000111291,GPRC5D,Q9NZD1
ENSG00000179600,GPHB5,Q86YW7
ENSG00000183671,GPR1,P46091
ENSG00000283448,GPR1,P46091
ENSG00000172209,GPR22,Q99680
ENSG00000283812,GPR22,Q99680
ENSG00000170837,GPR27,Q9NS67
ENSG00000214943,GPR33,Q49SQ1
ENSG00000178623,GPR35,Q9HC97
ENSG00000184344,GDF3,Q9NR23
ENSG00000156466,GDF6,Q6KF10
ENSG00000164404,GDF9,O60383
ENSG00000146013,GFRA3,O60609
ENSG00000010310,GIPR,P48546
ENSG00000151948,GLT1D1,Q96MS3
ENSG00000250361,GYPB,P06028
ENSG00000136732,GYPC,P04921
ENSG00000113384,GOLPH3,Q9H4A6
ENSG00000180269,GPR139,Q6DWJ6
ENSG00000257008,GPR142,Q7Z601
ENSG00000151025,GPR158,Q5T848
ENSG00000174946,GPR171,O14626
ENSG00000184194,GPR173,Q9NS66
ENSG00000063660,GPC1,P35052
ENSG00000147257,GPC3,P51654
ENSG00000170412,GPRC5C,Q9NQ84
ENSG00000179399,GPC5,P78333
ENSG00000183098,GPC6,Q9Y625
ENSG00000122025,FLT3,P36888
ENSG00000187474,FPR3,P25089
ENSG00000134247,PTGFRN,Q9P2B2
ENSG00000138759,FRAS1,Q86XX4
ENSG00000150893,FREM2,Q5SZK8
ENSG00000170324,FRMPD2,Q68DX3
ENSG00000260230,FRRS1L,Q9P0K9
ENSG00000170820,FSHR,P23945
ENSG00000117228,GBP1,P32455
ENSG00000163285,GABRG1,Q8N1C3
ENSG00000113327,GABRG2,P18507
ENSG00000111886,GABRR2,P28476
ENSG00000183185,GABRR3,A8MPY1
ENSG00000268089,GABRQ,Q9UN88
ENSG00000130513,GDF15,Q99988
ENSG00000263761,GDF2,Q9UK05
ENSG00000164949,GEM,P55040
ENSG00000171723,GPHN,Q9NQX3
ENSG00000141098,GFOD2,Q3B7J2
ENSG00000125861,GFRA4,Q9GZZ7
ENSG00000100031,GGT1,P19440
ENSG00000112964,GHR,P10912
ENSG00000112164,GLP1R,P43220
ENSG00000065325,GLP2R,O95838
ENSG00000127955,GNAI1,P63096
ENSG00000114353,GNAI2,P04899
ENSG00000087460,GNAS,Q5JWF2
ENSG00000087460,GNAS,P63092
ENSG00000090581,GNPTG,Q9UJJ9
ENSG00000109163,GNRHR,P30968
ENSG00000165370,GPR101,Q96P66
ENSG00000147262,GPR119,Q8TDV5
ENSG00000187037,GPR141,Q7Z602
ENSG00000101850,GPR143,P51810
ENSG00000178015,GPR150,Q8NGU9
ENSG00000173250,GPR151,Q8TDV0
ENSG00000175514,GPR152,Q8TDT2
ENSG00000158292,GPR153,Q6NV75
ENSG00000175697,GPR156,Q8NFN8
ENSG00000180758,GPR157,Q5UAW9
ENSG00000166073,GPR176,Q14439
ENSG00000166856,GPR182,O15218
ENSG00000203618,GP1BB,P13224
ENSG00000143167,GPA33,Q99795
ENSG00000149735,GPHA2,Q96T91
ENSG00000046653,GPM6B,Q13491
ENSG00000144230,GPR17,Q13304
ENSG00000125245,GPR18,Q14330
ENSG00000204882,GPR20,Q99678
ENSG00000275181,GPR20,Q99678
ENSG00000120436,GPR31,O00270
ENSG00000181773,GPR3,P46089
ENSG00000135973,GPR45,Q9Y5Y3
ENSG00000203737,GPR52,Q9Y2T5
ENSG00000180875,GREM2,Q9H772
ENSG00000155511,GRIA1,P42261
ENSG00000120251,GRIA2,P42262
ENSG00000125675,GRIA3,P42263
ENSG00000143641,GALNT2,Q10471
ENSG00000266524,GDF10,P55107
ENSG00000130283,GDF1,P27539
ENSG00000143869,GDF7,Q7Z4P5
ENSG00000138379,MSTN,O14793
ENSG00000135346,CGA,P01215
ENSG00000204420,MPIG6B,O95866
ENSG00000206396,MPIG6B,O95866
ENSG00000228090,MPIG6B,O95866
ENSG00000224393,MPIG6B,O95866
ENSG00000237459,MPIG6B,O95866
ENSG00000230060,MPIG6B,O95866
ENSG00000231003,MPIG6B,O95866
ENSG00000069482,GAL,P22466
ENSG00000166573,GALR1,P47211
ENSG00000172380,GNG12,Q9UBI6
ENSG00000162188,GNG3,P63215
ENSG00000145863,GABRA6,Q16445
ENSG00000157017,GHRL,Q9UBU3
ENSG00000135919,SERPINE2,P07093
ENSG00000130055,GDPD2,Q9HCC8
ENSG00000148180,GSN,P06396
ENSG00000151892,GFRA1,P56159
ENSG00000168546,GFRA2,O00451
ENSG00000137563,GGH,Q92820
ENSG00000106128,GHRHR,Q02643
ENSG00000121853,GHSR,Q92847
ENSG00000169605,GKN1,Q9NS71
ENSG00000163521,GLB1L,Q6UWU2
ENSG00000149328,GLB1L2,Q8IW92
ENSG00000170180,GYPA,P02724
ENSG00000145451,GLRA3,O75311
ENSG00000006007,GDE1,Q9NZC3
ENSG00000168621,GDNF,P39905
ENSG00000159224,GIP,P09681
ENSG00000145888,GLRA1,P23415
ENSG00000188828,GLRA4,Q5JXX5
ENSG00000140564,FURIN,P09958
ENSG00000104290,FZD3,Q9NPG1
