ensembl,gene_name,mouse_uniprot,mouse_ensembl,name
ENSG00000090659,CD209,Q91ZW8,ENSMUSG00000031495,Q9NNX6
ENSG00000090659,CD209,Q91ZW9,ENSMUSG00000040165,Q9NNX6
ENSG00000090659,CD209,Q91ZW7,ENSMUSG00000040197,Q9NNX6
ENSG00000090659,CD209,Q8CJ91,ENSMUSG00000065987,Q9NNX6
ENSG00000169876,MUC17,,ENSMUSG00000037390,Q685J3
ENSG00000169876,MUC17,,ENSMUSG00000037390,Q685J3
ENSG00000213199,ASIC3,Q6X1Y6,ENSMUSG00000038276,Q9UHC3
ENSG00000163739,CXCL1,Q6W5C0,ENSMUSG00000029379,P09341
ENSG00000163739,CXCL1,P12850,ENSMUSG00000029380,P09341
ENSG00000163739,CXCL1,P10889,ENSMUSG00000058427,P09341
ENSG00000189227,C15orf61,Q0VG49,ENSMUSG00000032403,A6NNL5
ENSG00000169193,CCDC126,Q8BIS8,ENSMUSG00000050786,Q96EE4
ENSG00000152705,CATSPER3,Q80W99,ENSMUSG00000021499,Q86XQ3
ENSG00000143443,C1orf56,Q569E4,ENSMUSG00000068860,Q9BUN1
ENSG00000188175,HEPACAM2,Q4VAH7,ENSMUSG00000044156,A8MVW5
ENSG00000135424,ITGA7,,ENSMUSG00000025348,Q13683
ENSG00000113296,THBS4,Q9Z1T2,ENSMUSG00000021702,P35443
ENSG00000162894,FCMR,,ENSMUSG00000042474,O60667
ENSG00000162894,FCMR,,ENSMUSG00000042474,O60667
ENSG00000042781,USH2A,Q2QI47,ENSMUSG00000026609,O75445
ENSG00000042781,USH2A,Q2QI47,ENSMUSG00000026609,O75445
ENSG00000171492,LRRC8D,Q8BGR2,ENSMUSG00000046079,Q7L1W4
ENSG00000163359,COL6A3,,ENSMUSG00000048126,P12111
ENSG00000142748,FCN3,,,O75636
ENSG00000164588,HCN1,O88704,ENSMUSG00000021730,O60741
ENSG00000118972,FGF23,Q9EPC2,ENSMUSG00000000182,Q9GZV9
ENSG00000134640,MTNR1B,,ENSMUSG00000050901,P49286
ENSG00000106278,PTPRZ1,B9EKR1,ENSMUSG00000068748,P23471
ENSG00000106278,PTPRZ1,B9EKR1,ENSMUSG00000068748,P23471
ENSG00000069482,GAL,P47212,ENSMUSG00000024907,P22466
ENSG00000008300,CELSR3,Q91ZI0,ENSMUSG00000023473,Q9NYQ7
ENSG00000150455,TIRAP,,ENSMUSG00000032041,P58753
ENSG00000005421,PON1,P52430,ENSMUSG00000002588,P27169
ENSG00000204176,SYT15,Q8C6N3,ENSMUSG00000041479,Q9BQS2
ENSG00000038427,VCAN,,ENSMUSG00000021614,P13611
ENSG00000243130,PSG11,Q925P2,ENSMUSG00000054385,Q9UQ72
ENSG00000243130,PSG11,P31809,ENSMUSG00000074272,Q9UQ72
ENSG00000163638,ADAMTS9,,ENSMUSG00000030022,Q9P2N4
ENSG00000163687,DNASE1L3,O55070,ENSMUSG00000025279,Q13609
ENSG00000213185,FAM24B,Q9DAL9,ENSMUSG00000030858,Q8N5W8
ENSG00000213185,FAM24B,Q8CF27,ENSMUSG00000030859,Q8N5W8
ENSG00000085563,ABCB1,P06795,ENSMUSG00000028970,P08183
ENSG00000085563,ABCB1,P21447,ENSMUSG00000040584,P08183
ENSG00000111319,SCNN1A,,ENSMUSG00000030340,P37088
ENSG00000104870,FCGRT,Q61559,ENSMUSG00000003420,P55899
ENSG00000167759,KLK13,,ENSMUSG00000054046,Q9UKR3
ENSG00000170615,SLC26A5,Q99NH7,ENSMUSG00000029015,P58743
ENSG00000121898,CPXM2,,ENSMUSG00000030862,Q8N436
ENSG00000108821,COL1A1,P11087,ENSMUSG00000001506,P02452
ENSG00000158747,NBL1,Q61477,ENSMUSG00000041120,P41271
ENSG00000119699,TGFB3,,ENSMUSG00000021253,P10600
ENSG00000119699,TGFB3,,ENSMUSG00000021253,P10600
ENSG00000158816,VWA5B1,A9Z1V5,ENSMUSG00000028753,Q5TIE3
ENSG00000118898,PPL,,ENSMUSG00000039457,O60437
ENSG00000180509,KCNE1,P23299,ENSMUSG00000039639,P15382
ENSG00000130827,PLXNA3,P70208,ENSMUSG00000031398,P51805
ENSG00000116824,CD2,P08920,ENSMUSG00000027863,P06729
ENSG00000238289,MICB,,,Q29980
ENSG00000206449,MICB,,,Q29980
ENSG00000204516,MICB,,,Q29980
ENSG00000234218,MICB,,,Q29980
ENSG00000227772,MICB,,,Q29980
ENSG00000186652,PRG2,Q61878,ENSMUSG00000027073,P13727
ENSG00000173269,MMRN2,A6H6E2,ENSMUSG00000041445,Q9H8L6
ENSG00000149527,PLCH2,,,O75038
ENSG00000276429,PLCH2,,,O75038
ENSG00000277807,LILRB1,,,Q8NHL6
ENSG00000274669,LILRB1,,,Q8NHL6
ENSG00000274669,LILRB1,,,Q8NHL6
ENSG00000249860,MTRNR2L5,,,P0CJ72
ENSG00000145244,CORIN,Q9Z319,ENSMUSG00000005220,Q9Y5Q5
ENSG00000145244,CORIN,Q9Z319,ENSMUSG00000005220,Q9Y5Q5
ENSG00000134755,DSC2,P55292,ENSMUSG00000024331,Q02487
ENSG00000142233,NTN5,,ENSMUSG00000109144,Q8WTR8
ENSG00000185483,ROR1,Q9Z139,ENSMUSG00000035305,Q01973
ENSG00000166147,FBN1,Q61554,ENSMUSG00000027204,P35555
ENSG00000104936,DMPK,P54265,ENSMUSG00000030409,Q09013
ENSG00000187082,DEFB106B,,,Q8N104
ENSG00000186579,DEFB106A,,,Q8N104
ENSG00000275794,DEFB106B,,,Q8N104
ENSG00000185101,ANO9,P86044,ENSMUSG00000054662,A1A5B4
ENSG00000111674,ENO2,P17183,ENSMUSG00000004267,P09104
ENSG00000083857,FAT1,,ENSMUSG00000070047,Q14517
ENSG00000133115,STOML3,Q6PE84,ENSMUSG00000027744,Q8TAV4
ENSG00000135298,ADGRB3,Q80ZF8,ENSMUSG00000033569,O60242
ENSG00000103546,SLC6A2,O55192,ENSMUSG00000055368,P23975
ENSG00000165970,SLC6A5,,ENSMUSG00000039728,Q9Y345
ENSG00000183853,KIRREL,Q80W68,ENSMUSG00000041734,Q96J84
ENSG00000141503,MINK1,Q9JM52,ENSMUSG00000020827,Q8N4C8
ENSG00000198019,FCGR1B,P26151,ENSMUSG00000015947,Q92637
ENSG00000178184,PARD6G,Q9JK84,ENSMUSG00000056214,Q9BYG4
ENSG00000164318,EGFLAM,Q4VBE4,ENSMUSG00000042961,Q63HQ2
ENSG00000124493,GRM4,,ENSMUSG00000063239,Q14833
ENSG00000112280,COL9A1,,ENSMUSG00000026147,P20849
ENSG00000167191,GPRC5B,Q923Z0,ENSMUSG00000008734,Q9NZH0
ENSG00000107201,DDX58,Q6Q899,ENSMUSG00000040296,O95786
ENSG00000126709,IFI6,,,P09912
ENSG00000118702,GHRH,P16043,ENSMUSG00000027643,P01286
ENSG00000148842,CNNM2,Q3TWN3,ENSMUSG00000064105,Q9H8M5
ENSG00000151948,GLT1D1,A4FUP9,ENSMUSG00000049971,Q96MS3
ENSG00000170848,PSG6,Q925P2,ENSMUSG00000054385,Q00889
ENSG00000170848,PSG6,P31809,ENSMUSG00000074272,Q00889
ENSG00000178878,APOLD1,,ENSMUSG00000090698,Q96LR9
ENSG00000122188,LAX1,Q8BHB3,ENSMUSG00000051998,Q8IWV1
ENSG00000160404,TOR2A,Q8R1J9,ENSMUSG00000009563,Q8N2E6
ENSG00000090674,MCOLN1,Q99J21,ENSMUSG00000004567,Q9GZU1
ENSG00000100031,GGT1,Q60928,ENSMUSG00000006345,P19440
ENSG00000172243,CLEC7A,Q6QLQ4,ENSMUSG00000079293,Q9BXN2
ENSG00000069018,TRPC7,Q9WVC5,ENSMUSG00000021541,Q9HCX4
ENSG00000136697,IL1F10,Q8R459,ENSMUSG00000046845,Q8WWZ1
ENSG00000140678,ITGAX,Q9QXH4,ENSMUSG00000030789,P20702
ENSG00000136297,MMD2,Q8R189,ENSMUSG00000039533,Q8IY49
ENSG00000136297,MMD2,Q8R189,ENSMUSG00000039533,Q8IY49
ENSG00000186910,SERPINA11,,ENSMUSG00000063232,Q86U17
ENSG00000118004,COLEC11,,ENSMUSG00000036655,Q9BWP8
ENSG00000183691,NOG,P97466,ENSMUSG00000048616,Q13253
ENSG00000133216,EPHB2,P54763,ENSMUSG00000028664,P29323
ENSG00000134365,CFHR4,,,Q92496
ENSG00000175121,WFDC5,,ENSMUSG00000040154,Q8TCV5
ENSG00000133107,TRPC4,Q9QUQ5,ENSMUSG00000027748,Q9UBN4
ENSG00000139155,SLCO1C1,Q9ERB5,ENSMUSG00000030235,Q9NYB5
ENSG00000172247,C1QTNF4,Q8R066,ENSMUSG00000040794,Q9BXJ3
ENSG00000182700,IGIP,,,A6NJ69
ENSG00000102181,CD99L2,Q8BIF0,ENSMUSG00000035776,Q8TCZ2
ENSG00000159197,KCNE2,,ENSMUSG00000039672,Q9Y6J6
ENSG00000147650,LRP12,Q8BUJ9,ENSMUSG00000022305,Q9Y561
ENSG00000179915,NRXN1,Q9CS84,ENSMUSG00000024109,Q9ULB1
ENSG00000179915,NRXN1,P0DI97,ENSMUSG00000024109,Q9ULB1
ENSG00000120708,TGFBI,P82198,ENSMUSG00000035493,Q15582
ENSG00000142677,IL22RA1,Q80XZ4,ENSMUSG00000037157,Q8N6P7
ENSG00000111241,FGF6,P21658,ENSMUSG00000000183,P10767
ENSG00000105695,MAG,P20917,ENSMUSG00000036634,P20916
ENSG00000179915,NRXN1,Q9CS84,ENSMUSG00000024109,P58400
ENSG00000179915,NRXN1,P0DI97,ENSMUSG00000024109,P58400
ENSG00000198400,NTRK1,Q3UFB7,ENSMUSG00000028072,P04629
ENSG00000139514,SLC7A1,Q09143,ENSMUSG00000041313,P30825
ENSG00000162896,PIGR,O70570,ENSMUSG00000026417,P01833
ENSG00000162896,PIGR,O70570,ENSMUSG00000026417,P01833
ENSG00000008438,PGLYRP1,O88593,ENSMUSG00000030413,O75594
ENSG00000143297,FCRL5,Q68SN8,ENSMUSG00000048031,Q96RD9
ENSG00000120729,MYOT,Q9JIF9,ENSMUSG00000024471,Q9UBF9
ENSG00000214274,ANG,P21570,ENSMUSG00000072115,P03950
ENSG00000175445,LPL,P11152,ENSMUSG00000015568,P06858
ENSG00000175445,LPL,P11152,ENSMUSG00000015568,P06858
ENSG00000170956,CEACAM3,,ENSMUSG00000003505,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000004540,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000004542,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000007209,P40198
ENSG00000170956,CEACAM3,Q3UKK2,ENSMUSG00000008789,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000023159,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000023185,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000030366,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000030368,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000030373,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000044903,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000053228,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000054169,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000057195,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000063305,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000066760,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000070796,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000070797,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000070798,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000070799,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000074359,P40198
ENSG00000170956,CEACAM3,,ENSMUSG00000078795,P40198
ENSG00000168843,FSTL5,Q8BFR2,ENSMUSG00000034098,Q8N475
ENSG00000158859,ADAMTS4,Q8BNJ2,ENSMUSG00000006403,O75173
ENSG00000161031,PGLYRP2,Q8VCS0,ENSMUSG00000079563,Q96PD5
ENSG00000225697,SLC26A6,,ENSMUSG00000023259,Q9BXS9
ENSG00000118137,APOA1,Q00623,ENSMUSG00000032083,P02647
ENSG00000104755,ADAM2,,,Q99965
ENSG00000276286,ADAM2,,,Q99965
ENSG00000185674,LYG2,Q3V1I0,ENSMUSG00000061584,Q86SG7
ENSG00000073067,CYP2W1,E9Q816,ENSMUSG00000029541,Q8TAV3
ENSG00000187258,NPSR1,Q8BZP8,ENSMUSG00000043659,Q6W5P4
ENSG00000095637,SORBS1,,ENSMUSG00000025006,Q9BX66
ENSG00000099139,PCSK5,Q04592,ENSMUSG00000024713,Q92824
ENSG00000134443,GRP,Q8R1I2,ENSMUSG00000024517,P07492
ENSG00000080618,CPB2,Q9JHH6,ENSMUSG00000021999,Q96IY4
ENSG00000165076,PRSS37,Q9DAA4,ENSMUSG00000029909,A4D1T9
ENSG00000125166,GOT2,P05202,ENSMUSG00000031672,P00505
ENSG00000163606,CD200R1,Q9ES57,ENSMUSG00000022667,Q8TD46
ENSG00000163606,CD200R1,Q5UKY4,ENSMUSG00000036172,Q8TD46
ENSG00000163606,CD200R1,Q6XJV4,ENSMUSG00000062082,Q8TD46
ENSG00000163606,CD200R1,Q6XJV6,ENSMUSG00000090176,Q8TD46
ENSG00000163606,CD200R1,Q9ES57,ENSMUSG00000022667,Q8TD46
ENSG00000163606,CD200R1,Q5UKY4,ENSMUSG00000036172,Q8TD46
ENSG00000163606,CD200R1,Q6XJV4,ENSMUSG00000062082,Q8TD46
ENSG00000163606,CD200R1,Q6XJV6,ENSMUSG00000090176,Q8TD46
ENSG00000197822,OCLN,Q61146,ENSMUSG00000021638,Q16625
ENSG00000169436,COL22A1,,ENSMUSG00000079022,Q8NFW1
ENSG00000197147,LRRC8B,Q5DU41,ENSMUSG00000070639,Q6P9F7
ENSG00000142583,SLC2A5,Q9WV38,ENSMUSG00000028976,P22732
ENSG00000162944,RFTN2,Q8CHX7,ENSMUSG00000025978,Q52LD8
ENSG00000132561,MATN2,O08746,ENSMUSG00000022324,O00339
ENSG00000166035,LIPC,P27656,ENSMUSG00000032207,P11150
ENSG00000010610,CD4,P06332,ENSMUSG00000023274,P01730
ENSG00000109738,GLRB,P48168,ENSMUSG00000028020,P48167
ENSG00000179399,GPC5,Q8CAL5,ENSMUSG00000022112,P78333
ENSG00000179399,GPC5,Q8CAL5,ENSMUSG00000022112,P78333
ENSG00000113249,HAVCR1,,ENSMUSG00000040405,Q96D42
ENSG00000113249,HAVCR1,,ENSMUSG00000040413,Q96D42
ENSG00000113249,HAVCR1,,ENSMUSG00000046974,Q96D42
ENSG00000113249,HAVCR1,,ENSMUSG00000078924,Q96D42
ENSG00000171819,ANGPTL7,Q8R1Q3,ENSMUSG00000028989,O43827
ENSG00000105220,GPI,P06745,ENSMUSG00000036427,P06744
ENSG00000049247,UTS2,Q9QZQ3,ENSMUSG00000028963,O95399
ENSG00000168484,SFTPC,,ENSMUSG00000022097,P11686
ENSG00000067141,NEO1,,ENSMUSG00000032340,Q92859
ENSG00000143761,ARF1,P84078,ENSMUSG00000048076,P84077
ENSG00000180739,S1PR5,Q91X56,ENSMUSG00000045087,Q9H228
ENSG00000164129,NPY5R,O70342,ENSMUSG00000044014,Q15761
ENSG00000177300,CLDN22,,,Q8N7P3
ENSG00000182447,OTOL1,Q4ZJM7,ENSMUSG00000027788,A6NHN0
ENSG00000114251,WNT5A,P22725,ENSMUSG00000021994,P41221
ENSG00000128512,DOCK4,P59764,ENSMUSG00000035954,Q8N1I0
ENSG00000182220,ATP6AP2,Q9CYN9,ENSMUSG00000031007,O75787
ENSG00000155511,GRIA1,P23818,ENSMUSG00000020524,P42261
ENSG00000165379,LRFN5,Q8BXA0,ENSMUSG00000035653,Q96NI6
ENSG00000146250,PRSS35,Q8C0F9,ENSMUSG00000033491,Q8N3Z0
ENSG00000124116,WFDC3,Q14AE4,ENSMUSG00000076434,Q8IUB2
ENSG00000164849,GPR146,Q99LE2,ENSMUSG00000044197,Q96CH1
ENSG00000117322,CR2,,ENSMUSG00000026616,P20023
ENSG00000127863,TNFRSF19,Q9JLL3,ENSMUSG00000060548,Q9NS68
ENSG00000198471,RTP2,Q80ZI2,ENSMUSG00000047531,Q5QGT7
ENSG00000160339,FCN2,O70497,ENSMUSG00000026835,Q15485
ENSG00000140526,ABHD2,Q9QXM0,ENSMUSG00000039202,P08910
ENSG00000131724,IL13RA1,O09030,ENSMUSG00000017057,P78552
ENSG00000113763,UNC5A,Q8K1S4,ENSMUSG00000025876,Q6ZN44
ENSG00000101856,PGRMC1,O55022,ENSMUSG00000006373,O00264
ENSG00000065978,YBX1,,,P67809
ENSG00000116030,SUMO1,P63166,ENSMUSG00000026021,P63165
ENSG00000103260,METRN,Q8C1Q4,ENSMUSG00000002274,Q9UJH8
ENSG00000010319,SEMA3G,Q4LFA9,ENSMUSG00000021904,Q9NS98
ENSG00000125675,GRIA3,Q9Z2W9,ENSMUSG00000001986,P42263
ENSG00000178096,BOLA1,Q9D8S9,ENSMUSG00000015943,Q9Y3E2
ENSG00000170175,CHRNB1,P09690,ENSMUSG00000041189,P11230
ENSG00000112851,ERBIN,Q80TH2,ENSMUSG00000021709,Q96RT1
ENSG00000152093,CFC1B,P97766,ENSMUSG00000026124,P0CG36
ENSG00000152034,MCHR2,,,Q969V1
ENSG00000175538,KCNE3,Q9WTW2,ENSMUSG00000035165,Q9Y6H6
ENSG00000196189,SEMA4A,Q62178,ENSMUSG00000028064,Q9H3S1
ENSG00000136732,GYPC,Q78HU7,ENSMUSG00000090523,P04921
ENSG00000168702,LRP1B,,ENSMUSG00000049252,Q9NZR2
ENSG00000143590,EFNA3,O08545,ENSMUSG00000028039,P52797
ENSG00000171631,P2RY6,Q9ERK9,ENSMUSG00000048779,Q15077
ENSG00000164344,KLKB1,,ENSMUSG00000031640,P03952
ENSG00000110324,IL10RA,Q61727,ENSMUSG00000032089,Q13651
ENSG00000053108,FSTL4,Q5STE3,ENSMUSG00000036264,Q6MZW2
ENSG00000236027,PATE3,B3GLJ3,ENSMUSG00000094995,B3GLJ2
ENSG00000125879,OTOR,Q9JIE3,ENSMUSG00000027416,Q9NRC9
ENSG00000173250,GPR151,Q7TSN6,ENSMUSG00000042816,Q8TDV0
ENSG00000162763,LRRC52,Q5M8M9,ENSMUSG00000040485,Q8N7C0
ENSG00000144230,GPR17,Q6NS65,ENSMUSG00000052229,Q13304
ENSG00000115594,IL1R1,P13504,ENSMUSG00000026072,P14778
ENSG00000115594,IL1R1,P13504,ENSMUSG00000026072,P14778
ENSG00000124785,NRN1,Q8CFV4,ENSMUSG00000039114,Q9NPD7
ENSG00000149294,NCAM1,,ENSMUSG00000039542,P13591
ENSG00000149294,NCAM1,,ENSMUSG00000039542,P13591
ENSG00000099715,PCDH11Y,,ENSMUSG00000034755,Q9BZA8
ENSG00000278006,CCL18,,,P55774
ENSG00000278167,CCL18,,,P55774
ENSG00000275385,CCL18,P10855,ENSMUSG00000000982,P55774
ENSG00000168077,SCARA3,Q8C850,ENSMUSG00000034463,Q6AZY7
ENSG00000164692,COL1A2,Q01149,ENSMUSG00000029661,P08123
ENSG00000198799,LRIG2,Q52KR2,ENSMUSG00000032913,O94898
ENSG00000130164,LDLR,P35951,ENSMUSG00000032193,P01130
ENSG00000008517,IL32,,,P24001
ENSG00000143921,ABCG8,Q9DBM0,ENSMUSG00000024254,Q9H221
ENSG00000131378,RFTN1,Q6A0D4,ENSMUSG00000039316,Q14699
ENSG00000123342,MMP19,Q9JHI0,ENSMUSG00000025355,Q99542
ENSG00000159648,TEPP,Q6IMH0,ENSMUSG00000090206,Q6URK8
ENSG00000162009,SSTR5,O08858,ENSMUSG00000050824,P35346
ENSG00000275331,ABCC6,,,O95255
ENSG00000091262,ABCC6,Q9R1S7,ENSMUSG00000030834,O95255
ENSG00000113100,CDH9,,ENSMUSG00000025370,Q9ULB4
ENSG00000184344,GDF3,Q07104,ENSMUSG00000030117,Q9NR23
ENSG00000188784,PLA2G2E,Q9QUL3,ENSMUSG00000028751,Q9NZK7
ENSG00000180772,AGTR2,P35374,ENSMUSG00000068122,P50052
ENSG00000112414,ADGRG6,Q6F3F9,ENSMUSG00000039116,Q86SQ4
ENSG00000012171,SEMA3B,,ENSMUSG00000057969,Q13214
ENSG00000132704,FCRL2,,ENSMUSG00000015852,Q96LA5
ENSG00000162493,PDPN,Q62011,ENSMUSG00000028583,Q86YL7
ENSG00000138031,ADCY3,Q8VHH7,ENSMUSG00000020654,O60266
ENSG00000160588,MPZL3,Q3V3F6,ENSMUSG00000070305,Q6UWV2
ENSG00000133065,SLC41A1,Q8BJA2,ENSMUSG00000013275,Q8IVJ1
ENSG00000140538,NTRK3,Q6VNS1,ENSMUSG00000059146,Q16288
ENSG00000198734,F5,O88783,ENSMUSG00000026579,P12259
ENSG00000181773,GPR3,P35413,ENSMUSG00000049649,P46089
ENSG00000162407,PLPP3,Q99JY8,ENSMUSG00000028517,O14495
ENSG00000188393,CLEC2A,Q9D676,ENSMUSG00000000248,Q6UVW9
ENSG00000188393,CLEC2A,,ENSMUSG00000030155,Q6UVW9
ENSG00000188393,CLEC2A,Q91V08,ENSMUSG00000030157,Q6UVW9
ENSG00000188393,CLEC2A,Q8C1T8,ENSMUSG00000030364,Q6UVW9
ENSG00000188393,CLEC2A,Q9WVF9,ENSMUSG00000030365,Q6UVW9
ENSG00000111215,PRR4,,,Q16378
ENSG00000282269,PRR4,,,Q16378
ENSG00000263247,PRR4,,,Q16378
ENSG00000102539,MLNR,,,O43193
ENSG00000163817,SLC6A20,O88575,ENSMUSG00000025243,Q9NP91
ENSG00000163817,SLC6A20,Q8VDB9,ENSMUSG00000036814,Q9NP91
ENSG00000105472,CLEC11A,O88200,ENSMUSG00000004473,Q9Y240
ENSG00000114200,BCHE,Q03311,ENSMUSG00000027792,P06276
ENSG00000183801,OLFML1,,ENSMUSG00000051041,Q6UWY5
ENSG00000110245,APOC3,,ENSMUSG00000032081,P02656
ENSG00000163710,PCOLCE2,Q8R4W6,ENSMUSG00000015354,Q9UKZ9
ENSG00000108849,PPY,P10601,ENSMUSG00000017316,P01298
ENSG00000050628,PTGER3,,ENSMUSG00000040016,P43115
ENSG00000196468,FGF16,Q9ESL8,ENSMUSG00000031230,O43320
ENSG00000215644,GCGR,Q61606,ENSMUSG00000025127,P47871
ENSG00000169752,NRG4,Q9WTX4,ENSMUSG00000032311,Q8WWG1
ENSG00000169752,NRG4,Q9WTX4,ENSMUSG00000032311,Q8WWG1
ENSG00000159346,ADIPOR1,Q91VH1,ENSMUSG00000026457,Q96A54
ENSG00000111432,FZD10,Q8BKG4,ENSMUSG00000081683,Q9ULW2
ENSG00000205846,CLEC6A,Q9JKF4,ENSMUSG00000023349,Q6EIG7
ENSG00000197565,COL4A6,,ENSMUSG00000031273,Q14031
ENSG00000099250,NRP1,P97333,ENSMUSG00000025810,O14786
ENSG00000099250,NRP1,P97333,ENSMUSG00000025810,O14786
ENSG00000142959,BEST4,,,Q8NFU0
ENSG00000107831,FGF8,P37237,ENSMUSG00000025219,P55075
ENSG00000159871,LYPD5,Q9D7Z7,ENSMUSG00000030484,Q6UWN5
ENSG00000205403,CFI,Q61129,ENSMUSG00000058952,P05156
ENSG00000214643,DEFB133,,,Q30KQ1
ENSG00000197993,KEL,,,P23276
ENSG00000276615,KEL,,,P23276
ENSG00000124102,PI3,,,P19957
ENSG00000185499,MUC1,,ENSMUSG00000042784,P15941
ENSG00000185499,MUC1,,ENSMUSG00000042784,P15941
ENSG00000134545,KLRC1,,ENSMUSG00000030167,P26715
ENSG00000134545,KLRC1,,ENSMUSG00000033027,P26715
ENSG00000134545,KLRC1,,ENSMUSG00000052736,P26715
ENSG00000128536,CDHR3,Q8BL00,ENSMUSG00000035860,Q6ZTQ4
ENSG00000163631,ALB,P07724,ENSMUSG00000029368,P02768
ENSG00000077616,NAALAD2,Q9CZR2,ENSMUSG00000043943,Q9Y3Q0
ENSG00000139263,LRIG3,Q6P1C6,ENSMUSG00000020105,Q6UXM1
ENSG00000188883,KLRG2,,ENSMUSG00000071537,A4D1S0
ENSG00000002745,WNT16,Q9QYS1,ENSMUSG00000029671,Q9UBV4
ENSG00000236279,CLEC2L,P0C7M9,ENSMUSG00000079598,P0C7M8
ENSG00000107018,RLN1,,ENSMUSG00000039097,P04808
ENSG00000016602,CLCA4,,ENSMUSG00000068547,Q14CN2
ENSG00000016602,CLCA4,,ENSMUSG00000074195,Q14CN2
ENSG00000016602,CLCA4,,ENSMUSG00000068547,Q14CN2
ENSG00000016602,CLCA4,,ENSMUSG00000074195,Q14CN2
ENSG00000128602,SMO,P56726,ENSMUSG00000001761,Q99835
ENSG00000178342,KCNG2,,ENSMUSG00000059852,Q9UJ96
ENSG00000224608,HLA-B,,,P10319
ENSG00000224608,HLA-B,,,P18465
ENSG00000224608,HLA-B,,,P30487
ENSG00000224608,HLA-B,,,P30485
ENSG00000224608,HLA-B,,,P03989
ENSG00000224608,HLA-B,,,P30461
ENSG00000187398,LUZP2,Q8BGY3,ENSMUSG00000063297,Q86TE4
ENSG00000188037,CLCN1,Q64347,ENSMUSG00000029862,P35523
ENSG00000162747,FCGR3B,,ENSMUSG00000059089,O75015
ENSG00000162747,FCGR3B,,ENSMUSG00000059089,O75015
ENSG00000131398,KCNC3,,ENSMUSG00000062785,Q14003
ENSG00000108702,CCL1,P10146,ENSMUSG00000020702,P22362
ENSG00000049249,TNFRSF9,P20334,ENSMUSG00000028965,Q07011
ENSG00000187554,TLR5,,ENSMUSG00000079164,O60602
ENSG00000175497,DPP10,,ENSMUSG00000036815,Q8N608
ENSG00000169495,HTRA4,A2RT60,ENSMUSG00000037406,P83105
ENSG00000168539,CHRM1,P12657,ENSMUSG00000032773,P11229
ENSG00000132975,GPR12,P35412,ENSMUSG00000041468,P47775
ENSG00000165238,WNK2,,ENSMUSG00000037989,Q9Y3S1
ENSG00000113441,LNPEP,Q8C129,ENSMUSG00000023845,Q9UIQ6
ENSG00000113441,LNPEP,Q8C129,ENSMUSG00000023845,Q9UIQ6
ENSG00000162738,VANGL2,Q91ZD4,ENSMUSG00000026556,Q9ULK5
ENSG00000124574,ABCC10,Q8R4P9,ENSMUSG00000032842,Q5T3U5
ENSG00000187957,DNER,Q8JZM4,ENSMUSG00000036766,Q8NFT8
ENSG00000205209,SCGB2B2,,,Q4G0G5
ENSG00000144619,CNTN4,Q69Z26,ENSMUSG00000064293,Q8IWV2
ENSG00000144619,CNTN4,Q69Z26,ENSMUSG00000064293,Q8IWV2
ENSG00000182687,GALR2,O88854,ENSMUSG00000020793,O43603
ENSG00000169181,GSG1L,D3Z7H4,ENSMUSG00000046182,Q6UXU4
ENSG00000109208,SMR3A,,,Q99954
ENSG00000166828,SCNN1G,Q9WU39,ENSMUSG00000000216,P51170
ENSG00000108947,EFNB3,O35393,ENSMUSG00000003934,Q15768
ENSG00000168065,SLC22A11,,,Q9NSA0
ENSG00000102924,CBLN1,Q9R171,ENSMUSG00000031654,P23435
ENSG00000102924,CBLN1,Q9R171,ENSMUSG00000031654,P23435
ENSG00000130368,MAS1,P30554,ENSMUSG00000068037,P04201
ENSG00000148680,HTR7,P32304,ENSMUSG00000024798,P34969
ENSG00000127743,IL17B,Q9QXT6,ENSMUSG00000024578,Q9UHF5
ENSG00000125999,BPIFB1,Q61114,ENSMUSG00000027485,Q8TDL5
ENSG00000178473,UCN3,Q924A4,ENSMUSG00000044988,Q969E3
ENSG00000198121,LPAR1,P61793,ENSMUSG00000038668,Q92633
ENSG00000138161,CUZD1,,ENSMUSG00000040205,Q86UP6
ENSG00000177257,DEFB4B,,,O15263
ENSG00000275444,DEFB4B,,,O15263
ENSG00000171711,DEFB4A,,,O15263
