human_uniprot,human_ENSEMBL,human_gene_name,mouse_uniprot,mouse_ENSEMBL,mouse_gene_name,transmembrane,secretion,peripheral
P09341,ENSG00000163739,CXCL1 GRO GRO1 GROA MGSA SCYB1,Q6W5C0,ENSMUSG00000029379,Cxcl3,0,1,0
P09341,ENSG00000163739,CXCL1 GRO GRO1 GROA MGSA SCYB1,P12850,ENSMUSG00000029380,Cxcl1,0,1,0
P09341,ENSG00000163739,CXCL1 GRO GRO1 GROA MGSA SCYB1,P10889,ENSMUSG00000058427,Cxcl2,0,1,0
P48061,ENSG00000107562,CXCL12 SDF1 SDF1A SDF1B,P40224,ENSMUSG00000061353,Cxcl12,0,1,0
P27539,ENSG00000130283,GDF1,P27545,ENSMUSG00000087408,Cers1,0,1,0
P27539,ENSG00000130283,GDF1,P20863,ENSMUSG00000087408,Cers1,0,1,0
P27539,ENSG00000130283,GDF1,P20863,ENSMUSG00000109523,Gdf1,0,1,0
P55107,ENSG00000266524,GDF10 BMP3B,P97737,ENSMUSG00000021943,Gdf10,0,1,0
O95390,ENSG00000135414,GDF11 BMP11,Q9Z1W4,ENSMUSG00000025352,Gdf11,0,1,0
Q99988,ENSG00000130513,GDF15 MIC1 PDF PLAB PTGFB,Q9Z0J7,ENSMUSG00000038508,Gdf15,0,1,0
Q9UK05,ENSG00000263761,GDF2 BMP9,Q9WV56,ENSMUSG00000072625,Gdf2,0,1,0
Q9NR23,ENSG00000184344,GDF3 UNQ222/PRO248,Q07104,ENSMUSG00000030117,Gdf3,0,1,0
P43026,ENSG00000125965,GDF5 BMP14 CDMP1,P43027,ENSMUSG00000038259,Gdf5,0,1,0
Q6KF10,ENSG00000156466,GDF6 BMP13 GDF16,P43028,ENSMUSG00000051279,Gdf6,0,1,0
Q7Z4P5,ENSG00000143869,GDF7,P43029,ENSMUSG00000037660,Gdf7,0,1,0
O60383,ENSG00000164404,GDF9,Q07105,ENSMUSG00000018238,Gdf9,0,1,0
P06744,ENSG00000105220,GPI,P06745,ENSMUSG00000036427,Gpi1,0,1,0
P20809,ENSG00000095752,IL11,P47873,ENSMUSG00000004371,Il11,0,1,0
P29459,ENSG00000168811,IL12A NKSF1,P43431,ENSMUSG00000027776,Il12a,0,1,0
P60568,ENSG00000109471,IL2,P04351,ENSMUSG00000027720,Il2,0,1,0
P08700,ENSG00000164399,IL3,NA,NA,NA,0,1,0
Q6ZMJ4,ENSG00000157368,IL34 C16orf77,Q8R1R4,ENSMUSG00000031750,Il34,0,1,0
P05112,ENSG00000113520,IL4,P07750,ENSMUSG00000000869,Il4,0,1,0
P05113,ENSG00000113525,IL5,P04401,ENSMUSG00000036117,Il5,0,1,0
P05231,ENSG00000136244,IL6 IFNB2,P08505,ENSMUSG00000025746,Il6,0,1,0
P13232,ENSG00000104432,IL7,P10168,ENSMUSG00000040329,Il7,0,1,0
P15248,ENSG00000145839,IL9,P15247,ENSMUSG00000021538,Il9,0,1,0
O75610,ENSG00000243709,LEFTY1 LEFTB LEFTYB UNQ278/PRO317,Q64280,ENSMUSG00000038793,Lefty1,0,1,0
O75610,ENSG00000243709,LEFTY1 LEFTB LEFTYB UNQ278/PRO317,P57785,ENSMUSG00000066652,Lefty2,0,1,0
O00292,ENSG00000143768,LEFTY2 EBAF LEFTA LEFTYA TGFB4 PSEC0024,Q64280,ENSMUSG00000038793,Lefty1,0,1,0
O00292,ENSG00000143768,LEFTY2 EBAF LEFTA LEFTYA TGFB4 PSEC0024,P57785,ENSMUSG00000066652,Lefty2,0,1,0
P15018,ENSG00000128342,LIF HILDA,P09056,ENSMUSG00000034394,Lif,0,1,0
O14793,ENSG00000138379,MSTN GDF8,O08689,ENSMUSG00000026100,Mstn,0,1,0
Q96S42,ENSG00000156574,NODAL,P43021,ENSMUSG00000037171,Nodal,0,1,0
P02775,ENSG00000163736,PPBP CTAP3 CXCL7 SCYB7 TGB1 THBGB1,NA,ENSMUSG00000029372,NA,0,1,0
P10600,ENSG00000119699,TGFB3,NA,ENSMUSG00000021253,NA,0,1,0
P01344,ENSG00000167244,IGF2 PP1446,P09535,ENSMUSG00000048583,Igf2,0,1,0
P05111,ENSG00000123999,INHA,Q04997,ENSMUSG00000032968,Inha,0,1,0
P08476,ENSG00000122641,INHBA,Q04998,ENSMUSG00000041324,Inhba,0,1,0
P09529,ENSG00000163083,INHBB,Q04999,ENSMUSG00000037035,Inhbb,0,1,0
P55103,ENSG00000175189,INHBC,P55104,ENSMUSG00000025405,Inhbc,0,1,0
P58166,ENSG00000139269,INHBE,O08717,ENSMUSG00000047492,Inhbe,0,1,0
P18509,ENSG00000141433,ADCYAP1,O70176,ENSMUSG00000024256,Adcyap1,0,1,0
Q15848,ENSG00000181092,ADIPOQ ACDC ACRP30 APM1 GBP28,Q60994,ENSMUSG00000022878,Adipoq,0,1,0
P35318,ENSG00000148926,ADM AM,P97297,ENSMUSG00000030790,Adm,0,1,0
Q7Z4H4,ENSG00000128165,ADM2 AM2,Q7TNK8,ENSMUSG00000054136,Adm2,0,1,0
Q6UXH0,ENSG00000130173,ANGPTL8 C19orf80 RIFL UNQ599/PRO1185,Q8R1L8,ENSMUSG00000047822,Angptl8,0,1,0
P0DMC3,ENSG00000248329,APELA ELA TDL,NA,NA,NA,0,1,0
Q9ULZ1,ENSG00000171388,APLN APEL,Q9R0R4,ENSMUSG00000037010,Apln,0,1,0
P01185,ENSG00000101200,AVP ARVP VP,P35455,ENSMUSG00000037727,Avp,0,1,0
P0C862,ENSG00000240654,C1QTNF9 C1QTNF9A UNQ6503/PRO21380,Q4ZJN1,ENSMUSG00000071347,C1qtnf9,0,1,0
P01258,ENSG00000110680,CALCA CALC1,Q99JA0,ENSMUSG00000030669,Calca,0,1,0
P01258,ENSG00000110680,CALCA CALC1,P70160,ENSMUSG00000030669,Calca,0,1,0
P06881,ENSG00000110680,CALCA CALC1,Q99JA0,ENSMUSG00000030669,Calca,0,1,0
P06881,ENSG00000110680,CALCA CALC1,P70160,ENSMUSG00000030669,Calca,0,1,0
P10092,ENSG00000175868,CALCB CALC2,NA,ENSMUSG00000030666,NA,0,1,0
P06307,ENSG00000187094,CCK,P09240,ENSMUSG00000032532,Cck,0,1,0
P01215,ENSG00000135346,CGA,P01216,ENSMUSG00000028298,Cga,0,1,0
A6NKQ9,ENSG00000267631,CGB1,NA,ENSMUSG00000100916,NA,0,1,0
P0DN86,ENSG00000189052,CGB3 CGB; CGB5; CGB8,NA,ENSMUSG00000100916,NA,0,1,0
P53621,ENSG00000122218,COPA,Q8CIE6,ENSMUSG00000026553,Copa,0,1,0
O00230,ENSG00000241563,CORT UNQ307/PRO350,P56469,ENSMUSG00000028971,Cort,0,1,0
P06850,ENSG00000147571,CRH,Q8CIT0,ENSMUSG00000049796,Crh,0,1,0
P0DML2,ENSG00000136488,CSH1,P06880,ENSMUSG00000020713,Gh,0,1,0
P0DML3,ENSG00000213218,CSH2,P06880,ENSMUSG00000020713,Gh,0,1,0
Q14406,ENSG00000204414,CSHL1 CSHP1 CSL,P06880,ENSMUSG00000020713,Gh,0,1,0
P01588,ENSG00000130427,EPO,P07321,ENSMUSG00000029711,Epo,0,1,0
Q4G0M1,ENSG00000178752,ERFE C1QTNF15 CTRP15 FAM132B,Q6PGN1,ENSMUSG00000047443,Erfe,0,1,0
Q5T7M4,ENSG00000184163,FAM132A C1QDC2 CTRP12,Q8R2Z0,ENSMUSG00000023571,Fam132a,0,1,0
P35555,ENSG00000166147,FBN1 FBN,Q61554,ENSMUSG00000027204,Fbn1,0,1,0
Q8NAU1,ENSG00000160097,FNDC5 FRCP2,Q8K4Z2,ENSMUSG00000001334,Fndc5,0,1,0
P01225,ENSG00000131808,FSHB,Q60687,ENSMUSG00000027120,Fshb,0,1,0
P22466,ENSG00000069482,GAL GAL1 GALN GLNN,P47212,ENSMUSG00000024907,Gal,0,1,0
Q9UBC7,ENSG00000197487,GALP,Q810H5,ENSMUSG00000034660,Galp,0,1,0
P01350,ENSG00000184502,GAST GAS,P48757,ENSMUSG00000017165,Gast,0,1,0
P01275,ENSG00000115263,GCG,P55095,ENSMUSG00000000394,Gcg,0,1,0
P01241,ENSG00000259384,GH1,P06880,ENSMUSG00000020713,Gh,0,1,0
P01242,ENSG00000136487,GH2,P06880,ENSMUSG00000020713,Gh,0,1,0
Q9UBU3,ENSG00000157017,GHRL MTLRP UNQ524/PRO1066,Q9EQX0,ENSMUSG00000064177,Ghrl,0,1,0
P09681,ENSG00000159224,GIP,P48756,ENSMUSG00000014351,Gip,0,1,0
P01148,ENSG00000147437,GNRH1 GNRH GRH LHRH,P13562,ENSMUSG00000015812,Gnrh1,0,1,0
O43555,ENSG00000125787,GNRH2,NA,NA,NA,0,1,0
Q96T91,ENSG00000149735,GPHA2 GPA2 ZSIG51,Q925Q5,ENSMUSG00000024784,Gpha2,0,1,0
Q86YW7,ENSG00000179600,GPHB5 GPB5 ZLUT1,Q812B2,ENSMUSG00000048982,Gphb5,0,1,0
P81172,ENSG00000105697,HAMP HEPC LEAP1 UNQ487/PRO1003,Q9EQ21,ENSMUSG00000050440,Hamp,0,1,0
P81172,ENSG00000105697,HAMP HEPC LEAP1 UNQ487/PRO1003,Q80T19,ENSMUSG00000056978,Hamp2,0,1,0
P10997,ENSG00000121351,IAPP,P12968,ENSMUSG00000041681,Iapp,0,1,0
P01308,ENSG00000254647,INS,P01326,ENSMUSG00000000215,Ins2,0,1,0
P01308,ENSG00000254647,INS,P01325,ENSMUSG00000035804,Ins1,0,1,0
P51460,ENSG00000248099,INSL3 RLF RLNL,NA,ENSMUSG00000079019,NA,0,1,0
Q14641,ENSG00000120211,INSL4,NA,NA,NA,0,1,0
Q9Y5Q6,ENSG00000172410,INSL5 UNQ156/PRO182,Q9WUG6,ENSMUSG00000066090,Insl5,0,1,0
Q9Y581,ENSG00000120210,INSL6 RIF1,Q9QY05,ENSMUSG00000050957,Insl6,0,1,0
Q9UEF7,ENSG00000133116,KL,O35082,ENSMUSG00000058488,Kl,0,1,0
P01229,ENSG00000104826,LHB,NA,ENSMUSG00000100916,NA,0,1,0
Q641Q3,ENSG00000176845,METRNL,Q8VE43,ENSMUSG00000039208,Metrnl,0,1,0
P12872,ENSG00000096395,MLN,NA,NA,NA,0,1,0
P01160,ENSG00000175206,NPPA ANP PND,P05125,ENSMUSG00000041616,Nppa,0,1,0
P16860,ENSG00000120937,NPPB,NA,NA,NA,0,1,0
P23582,ENSG00000163273,NPPC CNP2,Q61839,ENSMUSG00000026241,Nppc,0,1,0
P61366,ENSG00000188729,OSTN,P61364,ENSMUSG00000052276,Ostn,0,1,0
P01178,ENSG00000101405,OXT OT,P35454,ENSMUSG00000027301,Oxt,0,1,0
P20382,ENSG00000183395,PMCH MCH,P56942,ENSMUSG00000035383,Pmch,0,1,0
P01189,ENSG00000115138,POMC,P01193,ENSMUSG00000020660,Pomc,0,1,0
P01298,ENSG00000108849,PPY PNP,P10601,ENSMUSG00000017316,Ppy,0,1,0
P01236,ENSG00000172179,PRL,O35256,ENSMUSG00000005891,Prl4a1,0,1,0
P01236,ENSG00000172179,PRL,O54830,ENSMUSG00000006488,Prl7a1,0,1,0
P01236,ENSG00000172179,PRL,Q9CQ58,ENSMUSG00000006490,Prl8a9,0,1,0
P01236,ENSG00000172179,PRL,Q9JII2,ENSMUSG00000017064,Prl5a1,0,1,0
P01236,ENSG00000172179,PRL,Q9QUN5,ENSMUSG00000017922,Prl3c1,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000018259,NA,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000019756,NA,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000021342,NA,0,1,0
P01236,ENSG00000172179,PRL,Q9DAY2,ENSMUSG00000021345,Prl8a6,0,1,0
P01236,ENSG00000172179,PRL,Q9DAS4,ENSMUSG00000021346,Prl8a8,0,1,0
P01236,ENSG00000172179,PRL,Q8CGZ9,ENSMUSG00000021347,Prl7b1,0,1,0
P01236,ENSG00000172179,PRL,P04769,ENSMUSG00000021348,Prl7d1,0,1,0
P01236,ENSG00000172179,PRL,Q9JHK0,ENSMUSG00000022886,Prl2a1,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000038883,NA,0,1,0
P01236,ENSG00000172179,PRL,P09586,ENSMUSG00000038891,Prl3b1,0,1,0
P01236,ENSG00000172179,PRL,O54831,ENSMUSG00000046899,Prl7a2,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000055360,NA,0,1,0
P01236,ENSG00000172179,PRL,P04768,ENSMUSG00000056457,Prl2c3,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000057170,NA,0,1,0
P01236,ENSG00000172179,PRL,Q9CRB5,ENSMUSG00000060738,Prl7c1,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000062201,NA,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000062551,NA,0,1,0
P01236,ENSG00000172179,PRL,NA,ENSMUSG00000062737,NA,0,1,0
P01236,ENSG00000172179,PRL,Q9DAZ2,ENSMUSG00000069258,Prl2b1,0,1,0
P01236,ENSG00000172179,PRL,O35257,ENSMUSG00000069259,Prl6a1,0,1,0
P01236,ENSG00000172179,PRL,P04095,ENSMUSG00000079092,Prl2c2,0,1,0
P81277,ENSG00000071677,PRLH PRH,NA,ENSMUSG00000090550,NA,0,1,0
P01270,ENSG00000152266,PTH,NA,ENSMUSG00000059077,NA,0,1,0
P12272,ENSG00000087494,PTHLH PTHRP,NA,ENSMUSG00000048776,NA,0,1,0
P10082,ENSG00000131096,PYY,Q9EPS2,ENSMUSG00000017311,Pyy,0,1,0
Q9HD89,ENSG00000104918,RETN FIZZ3 HXCP1 RSTN UNQ407/PRO1199,Q99P87,ENSMUSG00000012705,Retn,0,1,0
Q9BQ08,ENSG00000163515,RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770,NA,ENSMUSG00000022650,NA,0,1,0
Q9BQ08,ENSG00000163515,RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770,NA,ENSMUSG00000022651,NA,0,1,0
Q9BQ08,ENSG00000163515,RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770,NA,ENSMUSG00000061100,NA,0,1,0
P04808,ENSG00000107018,RLN1,NA,ENSMUSG00000039097,NA,0,1,0
P04090,ENSG00000107014,RLN2,NA,ENSMUSG00000039097,NA,0,1,0
Q8WXF3,ENSG00000171136,RLN3 INSL7 RXN3 ZINS4 UNQ6188/PRO20213,Q8CHK2,ENSMUSG00000045232,Rln3,0,1,0
P09683,ENSG00000070031,SCT,Q08535,ENSMUSG00000038580,Sct,0,1,0
Q9BT56,ENSG00000134548,SPX C12orf39,D3Z752,ENSMUSG00000071112,Spx,0,1,0
P61278,ENSG00000157005,SST,P60041,ENSMUSG00000004366,Sst,0,1,0
P52823,ENSG00000159167,STC1 STC,O55183,ENSMUSG00000014813,Stc1,0,1,0
O76061,ENSG00000113739,STC2,O88452,ENSMUSG00000020303,Stc2,0,1,0
P01266,ENSG00000042832,TG,O08710,ENSMUSG00000053469,Tg,0,1,0
Q8N2E6,ENSG00000160404,TOR2A HEMBA1005096 PSEC0218,Q8R1J9,ENSMUSG00000009563,Tor2a,0,1,0
P20396,ENSG00000170893,TRH,Q62361,ENSMUSG00000005892,Trh,0,1,0
P01222,ENSG00000134200,TSHB,NA,ENSMUSG00000027857,NA,0,1,0
P02766,ENSG00000118271,TTR PALB,P07309,ENSMUSG00000061808,Ttr,0,1,0
P55089,ENSG00000163794,UCN,P81615,ENSMUSG00000038676,Ucn,0,1,0
Q96RP3,ENSG00000145040,UCN2 SRP URP,Q99ML8,ENSMUSG00000049699,Ucn2,0,1,0
Q969E3,ENSG00000178473,UCN3 SPC,Q924A4,ENSMUSG00000044988,Ucn3,0,1,0
O95399,ENSG00000049247,UTS2 UNQ525/PRO1068,Q9QZQ3,ENSMUSG00000028963,Uts2,0,1,0
Q765I0,ENSG00000188958,UTS2B URP UTS2D,Q765I1,ENSMUSG00000056423,Uts2b,0,1,0
P01282,ENSG00000146469,VIP,NA,ENSMUSG00000019772,NA,0,1,0
P04217,ENSG00000121410,A1BG,Q19LI2,ENSMUSG00000022347,A1bg,0,1,0
P01023,ENSG00000175899,A2M CPAMD5 FWP007,Q6GQT1,ENSMUSG00000030111,A2m,0,1,0
A8K2U0,ENSG00000166535,A2ML1 CPAMD9,NA,NA,NA,0,1,0
Q6P093,ENSG00000261846,AADACL2,NA,NA,NA,0,1,0
Q6UXT9,ENSG00000168792,ABHD15 UNQ6510/PRO21435,Q5F2F2,ENSMUSG00000000686,Abhd15,0,1,0
Q96GS6,ENSG00000129968,ABHD17A C19orf27 FAM108A1,Q99JW1,ENSMUSG00000003346,Abhd17a,0,1,0
Q5VST6,ENSG00000107362,ABHD17B C9orf77 FAM108B1 CGI-67,Q7M759,ENSMUSG00000047368,Abhd17b,0,1,0
Q0P651,ENSG00000164074,ABHD18 C4orf29,Q8C1A9,ENSMUSG00000037818,Abhd18,0,1,0
Q7Z7G0,ENSG00000154175,ABI3BP NESHBP TARSH,NA,ENSMUSG00000035258,NA,0,1,0
P12821,ENSG00000159640,ACE DCP DCP1,P09470,ENSMUSG00000020681,Ace,0,1,0
Q9BYF1,ENSG00000130234,ACE2 UNQ868/PRO1885,Q8R0I0,ENSMUSG00000015405,Ace2,0,1,0
P22303,ENSG00000087085,ACHE,P21836,ENSMUSG00000023328,Ache,0,1,0
Q6ZNF0,ENSG00000183760,ACP7 PAPL PAPL1,NA,ENSMUSG00000037469,NA,0,1,0
P15309,ENSG00000014257,ACPP,Q8CE08,ENSMUSG00000032561,Acpp,0,1,0
Q8NEB7,ENSG00000111644,ACRBP,Q3V140,ENSMUSG00000072770,Acrbp,0,1,0
O43184,ENSG00000148848,ADAM12 MLTN UNQ346/PRO545,Q61824,ENSMUSG00000054555,Adam12,0,1,0
O75077,ENSG00000114948,ADAM23 MDC3,Q9R1V7,ENSMUSG00000025964,Adam23,0,1,0
Q9UKQ2,ENSG00000042980,ADAM28 ADAM23 MDCL,Q9JLN6,ENSMUSG00000014725,Adam28,0,1,0
Q13443,ENSG00000168615,ADAM9 KIAA0021 MCMP MDC9 MLTNG,Q61072,ENSMUSG00000031555,Adam9,0,1,0
O15204,ENSG00000134028,ADAMDEC1,Q9R0X2,ENSMUSG00000022057,Adamdec1,0,1,0
Q9UHI8,ENSG00000154734,ADAMTS1 KIAA1346 METH1,P97857,ENSMUSG00000022893,Adamts1,0,1,0
Q9H324,ENSG00000142303,ADAMTS10,P58459,ENSMUSG00000024299,Adamts10,0,1,0
P58397,ENSG00000151388,ADAMTS12 UNQ1918/PRO4389,Q811B3,ENSMUSG00000047497,Adamts12,0,1,0
Q76LX8,ENSG00000160323,ADAMTS13 C9orf8 UNQ6102/PRO20085,Q769J6,ENSMUSG00000014852,Adamts13,0,1,0
Q8WXS8,ENSG00000138316,ADAMTS14,NA,ENSMUSG00000059901,NA,0,1,0
Q8TE58,ENSG00000166106,ADAMTS15,P59384,ENSMUSG00000033453,Adamts15,0,1,0
Q8TE57,ENSG00000145536,ADAMTS16 KIAA2029,Q69Z28,ENSMUSG00000049538,Adamts16,0,1,0
Q8TE56,ENSG00000140470,ADAMTS17,NA,ENSMUSG00000058145,NA,0,1,0
Q8TE60,ENSG00000140873,ADAMTS18 ADAMTS21,Q4VC17,ENSMUSG00000053399,Adamts18,0,1,0
Q8TE59,ENSG00000145808,ADAMTS19,P59509,ENSMUSG00000053441,Adamts19,0,1,0
O95450,ENSG00000087116,ADAMTS2 PCINP PCPNI,Q8C9W3,ENSMUSG00000036545,Adamts2,0,1,0
P59510,ENSG00000173157,ADAMTS20,P59511,ENSMUSG00000022449,Adamts20,0,1,0
O15072,ENSG00000156140,ADAMTS3 KIAA0366,NA,ENSMUSG00000043635,NA,0,1,0
O75173,ENSG00000158859,ADAMTS4 KIAA0688 UNQ769/PRO1563,Q8BNJ2,ENSMUSG00000006403,Adamts4,0,1,0
Q9UNA0,ENSG00000154736,ADAMTS5 ADAMTS11 ADMP2,Q9R001,ENSMUSG00000022894,Adamts5,0,1,0
Q9UKP5,ENSG00000049192,ADAMTS6,NA,ENSMUSG00000046169,NA,0,1,0
Q9UKP4,ENSG00000136378,ADAMTS7,Q68SA9,ENSMUSG00000032363,Adamts7,0,1,0
Q9UP79,ENSG00000134917,ADAMTS8 METH2,NA,ENSMUSG00000031994,NA,0,1,0
Q9P2N4,ENSG00000163638,ADAMTS9 KIAA1312,NA,ENSMUSG00000030022,NA,0,1,0
Q8N6G6,ENSG00000178031,ADAMTSL1 ADAMTSR1 C9orf94 UNQ528/PRO1071,Q8BLI0,ENSMUSG00000066113,Adamtsl1,0,1,0
Q86TH1,ENSG00000197859,ADAMTSL2 KIAA0605,Q7TSK7,ENSMUSG00000036040,Adamtsl2,0,1,0
P82987,ENSG00000156218,ADAMTSL3 KIAA1233,NA,ENSMUSG00000070469,NA,0,1,0
Q6UY14,ENSG00000143382,ADAMTSL4 TSRC1 PP1396 UNQ2803/PRO34012,Q80T21,ENSMUSG00000015850,Adamtsl4,0,1,0
Q86TW2,ENSG00000063761,ADCK1,Q9D0L4,ENSMUSG00000021044,Adck1,0,1,0
Q9BY15,ENSG00000131355,ADGRE3 EMR3 UNQ683/PRO1562,NA,NA,NA,0,1,0
Q5T601,ENSG00000153292,ADGRF1 GPR110 PGR19,Q8VEC3,ENSMUSG00000041293,Adgrf1,0,1,0
Q9Y653,ENSG00000205336,ADGRG1 GPR56 TM7LN4 TM7XN1 UNQ540/PRO1083,Q8K209,ENSMUSG00000031785,Adgrg1,0,1,0
C9JUS6,ENSG00000224420,ADM5 C19orf76,NA,NA,NA,0,1,0
Q9BRR6,ENSG00000159322,ADPGK PSEC0260,NA,ENSMUSG00000025236,NA,0,1,0
Q8IUX7,ENSG00000106624,AEBP1 ACLP,Q640N1,ENSMUSG00000020473,Aebp1,0,1,0
P43652,ENSG00000079557,AFM ALB2 ALBA,O89020,ENSMUSG00000029369,Afm,0,1,0
P02771,ENSG00000081051,AFP HPAFP,P02772,ENSMUSG00000054932,Afp,0,1,0
Q15109,ENSG00000206320,AGER RAGE,NA,NA,NA,0,1,0
Q8N302,ENSG00000164252,AGGF1 GPATC7 GPATCH7 VG5Q,Q7TN31,ENSMUSG00000021681,Aggf1,0,1,0
O95994,ENSG00000106541,AGR2 AG2 UNQ515/PRO1030,O88312,ENSMUSG00000020581,Agr2,0,1,0
O00468,ENSG00000188157,AGRN AGRIN,A2ASQ1,ENSMUSG00000041936,Agrn,0,1,0
O00253,ENSG00000159723,AGRP AGRT ART,P56473,ENSMUSG00000005705,Agrp,0,1,0
P01019,ENSG00000135744,AGT SERPINA8,NA,ENSMUSG00000031980,NA,0,1,0
P02765,ENSG00000145192,AHSG FETUA PRO2743,P29699,ENSMUSG00000022868,Ahsg,0,1,0
O60218,ENSG00000198074,AKR1B10 AKR1B11,P45377,ENSMUSG00000029762,Akr1b8,0,1,0
O60218,ENSG00000198074,AKR1B10 AKR1B11,P21300,ENSMUSG00000052131,Akr1b7,0,1,0
O60218,ENSG00000198074,AKR1B10 AKR1B11,NA,ENSMUSG00000061758,NA,0,1,0
P02768,ENSG00000163631,ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341,P07724,ENSMUSG00000029368,Alb,0,1,0
Q13740,ENSG00000170017,ALCAM MEMD,Q61490,ENSMUSG00000022636,Alcam,0,1,0
Q9NP70,ENSG00000178522,AMBN,O55189,ENSMUSG00000029288,Ambn,0,1,0
P02760,ENSG00000106927,AMBP HCP ITIL,Q07456,ENSMUSG00000028356,Ambp,0,1,0
Q99217,ENSG00000125363,AMELX AMG AMGX,P63277,ENSMUSG00000031354,Amelx,0,1,0
Q99218,ENSG00000099721,AMELY AMGL AMGY,P63277,ENSMUSG00000031354,Amelx,0,1,0
Q6UX39,ENSG00000187689,AMTN UNQ689/PRO1329,Q9D3J8,ENSMUSG00000029282,Amtn,0,1,0
P04745,ENSG00000187733,AMY1A AMY1; AMY1B AMY1; AMY1C AMY1,NA,ENSMUSG00000070360,NA,0,1,0
P04745,ENSG00000187733,AMY1A AMY1; AMY1B AMY1; AMY1C AMY1,P00687,ENSMUSG00000074264,Amy1,0,1,0
P04745,ENSG00000187733,AMY1A AMY1; AMY1B AMY1; AMY1C AMY1,P00688,ENSMUSG00000074268,Amy2a5,0,1,0
P04745,ENSG00000187733,AMY1A AMY1; AMY1B AMY1; AMY1C AMY1,P00688,ENSMUSG00000093931,Amy2a3,0,1,0
P04745,ENSG00000187733,AMY1A AMY1; AMY1B AMY1; AMY1C AMY1,P00688,ENSMUSG00000096569,Amy2a2,0,1,0
P04745,ENSG00000187733,AMY1A AMY1; AMY1B AMY1; AMY1C AMY1,P00688,ENSMUSG00000096770,Amy2a4,0,1,0
P04746,ENSG00000243480,AMY2A,NA,ENSMUSG00000070360,NA,0,1,0
P04746,ENSG00000243480,AMY2A,P00687,ENSMUSG00000074264,Amy1,0,1,0
P04746,ENSG00000243480,AMY2A,P00688,ENSMUSG00000074268,Amy2a5,0,1,0
P04746,ENSG00000243480,AMY2A,P00688,ENSMUSG00000093931,Amy2a3,0,1,0
P04746,ENSG00000243480,AMY2A,P00688,ENSMUSG00000096569,Amy2a2,0,1,0
P04746,ENSG00000243480,AMY2A,P00688,ENSMUSG00000096770,Amy2a4,0,1,0
P19961,ENSG00000240038,AMY2B,NA,ENSMUSG00000070360,NA,0,1,0
P19961,ENSG00000240038,AMY2B,P00687,ENSMUSG00000074264,Amy1,0,1,0
P19961,ENSG00000240038,AMY2B,P00688,ENSMUSG00000074268,Amy2a5,0,1,0
P19961,ENSG00000240038,AMY2B,P00688,ENSMUSG00000093931,Amy2a3,0,1,0
P19961,ENSG00000240038,AMY2B,P00688,ENSMUSG00000096569,Amy2a2,0,1,0
P19961,ENSG00000240038,AMY2B,P00688,ENSMUSG00000096770,Amy2a4,0,1,0
P03950,ENSG00000214274,ANG RNASE5,P21570,ENSMUSG00000072115,Ang,0,1,0
Q15389,ENSG00000154188,ANGPT1 KIAA0003,O08538,ENSMUSG00000022309,Angpt1,0,1,0
O15123,ENSG00000091879,ANGPT2,O35608,ENSMUSG00000031465,Angpt2,0,1,0
Q9Y264,ENSG00000101280,ANGPT4 ANG3 ANG4,Q9WVH6,ENSMUSG00000027460,Angpt4,0,1,0
O95841,ENSG00000116194,ANGPTL1 ANG3 ANGPT3 ARP1 PSEC0154 UNQ162/PRO188,Q640P2,ENSMUSG00000033544,Angptl1,0,1,0
Q9UKU9,ENSG00000136859,ANGPTL2 ARP2 UNQ170/PRO196,Q9R045,ENSMUSG00000004105,Angptl2,0,1,0
Q9Y5C1,ENSG00000132855,ANGPTL3 ANGPT5 UNQ153/PRO179,Q9R182,ENSMUSG00000028553,Angptl3,0,1,0
Q9BY76,ENSG00000167772,ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197,Q9Z1P8,ENSMUSG00000002289,Angptl4,0,1,0
Q86XS5,ENSG00000187151,ANGPTL5 UNQ5795/PRO19600,NA,NA,NA,0,1,0
Q8NI99,ENSG00000130812,ANGPTL6 AGF ARP5 UNQ152/PRO178,Q8R0Z6,ENSMUSG00000038742,Angptl6,0,1,0
O43827,ENSG00000171819,ANGPTL7 CDT6 UNQ313/PRO356,Q8R1Q3,ENSMUSG00000028989,Angptl7,0,1,0
P23352,ENSG00000011201,ANOS1 ADMLX KAL KAL1 KALIG1,NA,NA,NA,0,1,0
P58335,ENSG00000163297,ANTXR2 CMG2,Q6DFX2,ENSMUSG00000029338,Antxr2,0,1,0
