target,target_id,target_gene_symbol,target_uniprot,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
GABA<sub>A</sub> receptor &gamma;3 subunit,415,GABRG3,Q99928,,,,,,Human,picrotoxin,4051,,,178100875,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &gamma;3 subunit,415,GABRG3,Q99928,,,,,,Human,TBPS,4320,,,178101137,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &pi; subunit,419,GABRP,O00591,,,,,,Human,picrotoxin,4051,,,178100875,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &pi; subunit,419,GABRP,O00591,,,,,,Human,TBPS,4320,,,178101137,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &rho;1 subunit,420,Gabrr1,P50572,,,,,,Rat,CACA,4148,,,178100969,Agonist,Agonist,"",f,f,"",pEC50,,4.13000011444092,,EC50,,74000,,=,"","","",8386310
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,5-Me-IAA,4107,,,178100929,Agonist,Full agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,(&plusmn;)-<i>cis</i>-2-CAMP,4067,,,178100890,Agonist,Full agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,isoguvacine,4226,,,178101043,Agonist,Partial agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,muscimol,4259,,,178101076,Agonist,Partial agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,aza-THIP,4143,,,178100965,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,gaboxadol,4322,,,178101139,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,<i>cis</i>-3-ACPBPA,4096,,,178100919,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,isonipecotic acid,4227,,,178101044,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,<i>trans</i>-3-ACPBPA,4099,,,178100922,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,piperidine-4-sulphonic acid,4287,,,178101104,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,TPMPA,4328,,,178101145,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,picrotoxin,4051,,,178100875,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &rho;1 subunit,420,GABRR1,P24046,,,,,,Human,TBPS,4320,,,178101137,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,5-Me-IAA,4107,,,178100929,Agonist,Full agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,(&plusmn;)-<i>cis</i>-2-CAMP,4067,,,178100890,Agonist,Full agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,isoguvacine,4226,,,178101043,Agonist,Partial agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,muscimol,4259,,,178101076,Agonist,Partial agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,aza-THIP,4143,,,178100965,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,gaboxadol,4322,,,178101139,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,<i>cis</i>-3-ACPBPA,4096,,,178100919,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,isonipecotic acid,4227,,,178101044,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,<i>trans</i>-3-ACPBPA,4099,,,178100922,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,piperidine-4-sulphonic acid,4287,,,178101104,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,TPMPA,4328,,,178101145,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,picrotoxin,4051,,,178100875,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &rho;2 subunit,421,GABRR2,P28476,,,,,,Human,TBPS,4320,,,178101137,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,5-Me-IAA,4107,,,178100929,Agonist,Full agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,(&plusmn;)-<i>cis</i>-2-CAMP,4067,,,178100890,Agonist,Full agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,isoguvacine,4226,,,178101043,Agonist,Partial agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,muscimol,4259,,,178101076,Agonist,Partial agonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,aza-THIP,4143,,,178100965,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,gaboxadol,4322,,,178101139,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,<i>cis</i>-3-ACPBPA,4096,,,178100919,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,isonipecotic acid,4227,,,178101044,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,<i>trans</i>-3-ACPBPA,4099,,,178100922,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,piperidine-4-sulphonic acid,4287,,,178101104,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,TPMPA,4328,,,178101145,Antagonist,Antagonist,"",f,f,"",-,,,,-,,,,=,"",GABA site,"",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,picrotoxin,4051,,,178100875,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &rho;3 subunit,422,GABRR3,A8MPY1,,,,,,Human,TBPS,4320,,,178101137,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &theta; subunit,418,GABRQ,Q9UN88,,,,,,Human,picrotoxin,4051,,,178100875,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>A</sub> receptor &theta; subunit,418,GABRQ,Q9UN88,,,,,,Human,TBPS,4320,,,178101137,Channel blocker,None,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,3-APPA,1081,,,135649732,Agonist,Agonist,"",f,f,"",pIC50,,5.59999990463257,,-,,,,=,"","","",9069281
GABA<sub>B1</sub>,240,GABBR1,Q9UBS5,,,,,,Human,lesogaberan,7705,,,223366038,Agonist,Agonist,"",f,t,"",pEC50,,8.10000038146973,,EC50,,8,,=,"","","",
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,(-)-baclofen,1064,,,135649977,Agonist,Full agonist,,f,,"",pIC50,4.6,,4.4,-,,,,=,"",,,9069281
GABA<sub>B1</sub>,240,GABBR1,Q9UBS5,,,,,,Human,CGP 47656,1066,,,135650071,Agonist,Full agonist,,f,,"",pIC50,5,,4.8,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,GABA,1067,,,135651489,Agonist,Full agonist,,t,,"",pIC50,4.6,,4.5,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,2-hydroxy-saclofen,1068,,,135649709,Antagonist,Antagonist,,f,,"",pIC50,,4.1,,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,CGP 35348,1069,,,135650067,Antagonist,Antagonist,,f,,"",pIC50,4.8,,4.6,-,,,,=,"",,,9069281|7650685
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,CGP 54626A,1070,,,135650072,Antagonist,Antagonist,,f,,"",pIC50,8.8,,8.7,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,CGP 56999A,1071,,,135650075,Antagonist,Antagonist,,f,,"",pIC50,9.2,,9.1,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,CGP 62349,1072,,,135650076,Antagonist,Antagonist,,f,,"",pIC50,9,,8.8,-,,,,=,"",,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,CGP 64213,1073,,,135650077,Antagonist,Antagonist,,f,,"",pIC50,8.6,,8.5,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,CGP 71872,1074,,,135650079,Antagonist,Antagonist,,f,,"",pIC50,8.4,,8.3,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,saclofen,1078,,,135650976,Antagonist,Antagonist,,f,,"",pIC50,3.5,,3.4,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,SCH 50911,1075,,,135651028,Antagonist,Antagonist,,f,,"",pIC50,,6.4,,-,,,,=,"",,,7562513
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,[<sup>125</sup>I]CGP 64213,1076,,,135651105,Antagonist,Antagonist,,f,,"",pKd,,8.9,,,,,,,,,,9069281
GABA<sub>B1</sub>,240,Gabbr1,Q9Z0U4,,,,,,Rat,[<sup>125</sup>I]CGP 71872,1077,,,135651106,Antagonist,Antagonist,,f,,"",pKd,,9,,,,,,,,,,9069281
GABA<sub>B2</sub>,241,Gabbr2,O88871,,,,,,Rat,CGP7930,1079,,,135650080,Allosteric modulator,Positive,,f,,"",pEC50,,6.7,,,,,,,,,,15126507|11641424
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,3-APPA,1081,,,135649732,Agonist,Agonist,"",f,f,"",pIC50,,9.69999980926514,,-,,,,=,"","","",
GABA<sub>B</sub> receptor,242,,,,,,,,None,[<sup>3</sup>H](R)-(-)-baclofen,3428,,,178100431,Agonist,Agonist,"",f,f,"",-,,,,-,,,,=,"","","",
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,3-APMPA,1080,,,135649731,Agonist,Full agonist,,f,,"",pIC50,,8.2,,,,,,,,,,
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,3-APMPA,1080,,,135649731,Agonist,Full agonist,"",f,,"",pKi,,5.1,,-,,,,=,"","","",11082110
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,3-APPA,1081,,,135649732,Agonist,Full agonist,"",f,,"",pKi,7.2,,5.2,-,,,,=,"","","",12663046
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,baclofen,1084,,,135649976,Agonist,Full agonist,"",f,t,"",pKi,6.19999980926514,,4.30000019073486,-,,,,=,"","","",11082110|12663046
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,(-)-baclofen,1064,,,135649977,Agonist,Full agonist,"",f,f,"",pIC50,,8.5,,-,,,,=,"","","",
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,CGP 44532,1082,,,135650069,Agonist,Full agonist,"",f,,"",pIC50,,8.6,,-,,,,=,"","","",
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,GABA,1067,,,135651489,Agonist,Full agonist,,t,,"",pKi,6.7,,4.1,,,,,,,,,11082110|12663046
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,GABA,1067,,,135651489,Agonist,Full agonist,"",t,,"",pIC50,,8.3,,-,,,,=,"","","",
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,compound 14 [PMID: 25050158],8539,,,252166741,Allosteric modulator,Negative,"",f,f,"",pIC50,,4.42000007629395,,IC50,,37900,,=,Negative modulation of GABA-induced IP3 production.,"","",25050158
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,2-hydroxy-saclofen,1068,,,135649709,Antagonist,Antagonist,"",f,,"",pIC50,,4.1,,-,,,,=,"","","",9069281
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,CGP 35348,1069,,,135650067,Antagonist,Antagonist,,f,,"",pIC50,,5.4,,,,,,,,,,12037141
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,CGP 35348,1069,,,135650067,Antagonist,Antagonist,"",f,,"",pKi,,4.4,,-,,,,=,"","","",11082110
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,CGP 36742,1085,,,135650068,Antagonist,Antagonist,,f,,"",pIC50,,5.6,,,,,,,,,,12037141
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,CGP 46381,1086,,,135650070,Antagonist,Antagonist,,f,,"",pKi,,5.3,,,,,,,,,,11082110
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,CGP 54626A,1070,,,135650072,Antagonist,Antagonist,,f,,"",pKi,8.2,,8.1,,,,,,,,,11082110|12663046
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,CGP 55845,1088,,,135650073,Antagonist,Antagonist,"",f,,"",pIC50,,9.8,,-,,,,=,"","","",12037141
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,CGP 55845,1088,,,135650073,Antagonist,Antagonist,"",f,,"",pKi,,7.8,,-,,,,=,"","","",11082110
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,CGP 62349,1072,,,135650076,Antagonist,Antagonist,"",f,,"",pKi,8.9,,8.5,-,,,,=,"","","",11082110|12663046
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,phaclofen,1091,,,135650815,Antagonist,Antagonist,,f,,"",pKi,,3.9,,,,,,,,,,11082110
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,phaclofen,1091,,,135650815,Antagonist,Antagonist,,f,,"",pIC50,,4.1,,,,,,,,,,12037141
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,saclofen,1078,,,135650976,Antagonist,Antagonist,,f,,"",pKi,4.3,,3.7,,,,,,,,,11082110|12663046
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,saclofen,1078,,,135650976,Antagonist,Antagonist,,f,,"",pIC50,,5.4,,,,,,,,,,12037141
GABA<sub>B</sub> receptor,242,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,,,,,,Human,SCH 50911,1075,,,135651028,Antagonist,Antagonist,"",f,,"",pKi,6,,5.5,-,,,,=,"","","",11082110|12663046
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,SCH 50911,1075,,,135651028,Antagonist,Antagonist,,f,,"",pIC50,,6.5,,,,,,,,,,7562513
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,[<sup>125</sup>I]CGP 64213,1076,,,135651105,Antagonist,Antagonist,"",f,,"",pKd,,9,,Kd,,1,,=,"","","",10692480
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,[<sup>125</sup>I]CGP 71872,1077,,,135651106,Antagonist,Antagonist,"",f,,"",pKd,,9,,Kd,,1,,=,"","","",9069281
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,[<sup>3</sup>H]CGP 54626,1090,,,135651143,Antagonist,Antagonist,"",f,,"",pKi,,9.1,,Ki,,0.79,,=,"","","",9872315
GABA<sub>B</sub> receptor,242,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,,,,,,Rat,[<sup>3</sup>H]CGP 62349,3429,,,178100432,Antagonist,Antagonist,"",f,,"",pKd,,9.1,,Kd,,0.9,,=,"","","",10521582
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,alarin,6123,Galp,Rat,178102744,Agonist,Agonist,"",f,,"",pIC50,,6,,IC50,,1000,,>,"","","",20880399
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(10-29) (pig),6094,,,178102715,Agonist,Agonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",8750821
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,galanin(10-29) (rat/mouse),6093,,,178102714,Agonist,Agonist,"",f,,"",pKi,,5.78,,Ki,,1670,,>,"","","",9832122
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(1-11),6084,,,178102705,Agonist,Agonist,"",f,,"",pIC50,,8.96,,IC50,,1.1,,=,"","","",11481429
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(1-13)amide,6085,,,178102706,Agonist,Agonist,"",f,,"",pKd,,6.9,,Kd,,125,,=,"","","",8738882
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(1-15),6086,,,178102707,Agonist,Agonist,"",f,,"",pKi,8.52,,7.94,Ki,11.5,,3,=,"","","",9305929|8750821
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(1-15),6086,,,178102707,Agonist,Agonist,"",f,,"",pIC50,,8.77,,IC50,,1.68,,=,"","","",9685625
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pKi,9.3,,8.3,Ki,5,,0.5,=,"","","",9808667|9880084|7524088|19053761
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pIC50,9.22,,9,IC50,1.01,,0.6,=,"","","",9168941|9685625
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pKi,9.02,,8.05,Ki,9,,0.95,=,"","","",9305929|9722565|9281594|8750821|8562318|9405385|9742938
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pIC50,,9.57,,IC50,,0.27,,=,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pKi,8.99,,8.66,Ki,2.2,,1.02,=,"","","",9271210|9832122
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(1-19) (human),6088,,,178102709,Agonist,Agonist,"",f,,"",pIC50,,9.47,,IC50,,0.34,,=,"","","",9168941
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(1-19) (human),6088,,,178102709,Agonist,Agonist,"",f,,"",pIC50,,9.82,,IC50,,0.15,,=,"","","",9168941
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(2-11),5357,,,178102019,Agonist,Agonist,"",f,,"",pIC50,,6.06,,IC50,,879,,=,"","","",11481429
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(2-11),5357,,,178102019,Agonist,Agonist,"",f,,"",pKi,,5.3,,Ki,,5000,,>,"","","",15944002
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(2-30) (human),6090,,,178102711,Agonist,Agonist,"",f,,"",pKi,,7.28,,Ki,,52,,=,"","","",11983932
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(3-29) (pig),6091,,,178102712,Agonist,Agonist,"",f,,"",pKi,6,,5,Ki,10000,,1000,>,"","","",9880084|7524088
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(3-29) (pig),6091,,,178102712,Agonist,Agonist,"",f,,"",pIC50,,6,,IC50,,1000,,>,"","","",9685625
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(3-29) (pig),6091,,,178102712,Agonist,Agonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",9305929|9722565|8750821|8562318
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(3-29) (rat/mouse),6092,,,178102713,Agonist,Agonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",9405385|9742938
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(3-29) (rat/mouse),6092,,,178102713,Agonist,Agonist,"",f,,"",pIC50,,6,,IC50,,1000,,>,"","","",9168941
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(3-29) (rat/mouse),6092,,,178102713,Agonist,Agonist,"",f,,"",pIC50,,6,,IC50,,1000,,>,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,galanin(3-29) (rat/mouse),6092,,,178102713,Agonist,Agonist,"",f,,"",pKi,,5.78,,Ki,,1650,,>,"","","",9832122
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(7-29) (pig),6083,,,178102704,Agonist,Agonist,"",f,,"",pKi,,8.17,,Ki,,6.76,,=,"","","",9880084
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(7-29) (pig),6083,,,178102704,Agonist,Agonist,"",f,,"",pKi,,7.61,,Ki,,24.55,,=,"","","",9722565
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(D-Trp<sup>2</sup>) (pig),6095,,,178102716,Agonist,Agonist,"",f,,"",pKi,6.39,,6,Ki,1000,,407.4,=,"","","",9305929|9722565
