uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_description,tags_reason,pfam
Q6XR72,ZNT10_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6XUX3,DUSTY_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6XZB0,LIPI_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q6Y2X3,DJC14_HUMAN,True,False,False,,False,False,,False,False,,To_add,complex,,
Q6YHK3,CD109_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZMB5,T184A_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZMC9,SIG15_HUMAN,True,False,False,,False,False,,False,True,Sialic acid-binding Ig-like,To_add | To_comment,Iglike,Adhesion_add,
Q6ZMH5,S39A5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZMI3,GLDN_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q6ZMJ2,SCAR5_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q6ZMJ4,IL34_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF15036;
Q6ZMM2,ATL5_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q6ZMP0,THSD4_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q6ZMU5,TRI72_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZN44,UNC5A_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q6ZNF0,ACP7_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q6ZNL6,FGD5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZQN7,SO4C1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZRI0,OTOG_HUMAN,False,True,True,,False,False,,False,False,,,,,
Q6ZRP7,QSOX2_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q6ZRU5,YQ032_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q6ZRZ4,CI047_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q6ZSA7,LRC55_HUMAN,True,False,False,,False,True,,False,False,,To_comment,,Receptor_add,
Q6ZSM3,MOT12_HUMAN,True,False,False,,False,False,,False,False,,To_remove,no ensembl,,
Q6ZSZ5,ARHGI_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q6ZTN6,AN13D_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q6ZTQ4,CDHR3_HUMAN,True,False,False,,False,True,,False,False,,,Cadherin,,
Q6ZU64,CC108_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZUJ8,BCAP_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q6ZV89,SH2D5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZVN8,RGMC_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q6ZVX9,PAQR9_HUMAN,True,False,False,,False,True,,False,False,,To_add,Plasma membrane progesterone (P4) receptor coupled to G proteins (uniprot),,
Q6ZWB6,KCTD8_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q6ZWJ8,KCP_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q70E73,RAPH1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q70Z44,5HT3D_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q717R9,CYS1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q71RG6,YH006_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q75N90,FBN3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q75V66,ANO5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q765I0,UTS2B_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF02083;
Q76B58,BRNP3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q76LX8,ATS13_HUMAN,False,False,True,,False,False,,False,False,,,disintegrin and metalloproteinase,,
Q76M96,CCD80_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7KYR7,BT2A1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Iglike | Possible_receptor,,
Q7KZI7,MARK2_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7L0Q8,RHOU_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q7L1S5,CHST9_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7L1W4,LRC8D_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7L591,DOK3_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7L5Y9,MAEA_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7L804,RFIP2_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7L8A9,VASH1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7L985,LIGO2_HUMAN,True,False,False,,False,False,,False,False,,To_add,Iglike,,
Q7LC44,ARC_HUMAN,True,False,False,,False,False,,False,False,,,Migration,,
Q7LDG7,GRP2_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7LDI9,GAK6_HUMAN,True,False,False,,False,False,,False,True,Retrovirus,,Retrovirus,,
Q7RTM1,OTOP1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7RTP0,NIPA1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7RTT9,S29A4_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7RTW8,OTOAN_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q7RTX0,TS1R3_HUMAN,True,False,False,,False,False,,False,True,Taste receptor,,Taste receptor,,
Q7RTX1,TS1R1_HUMAN,True,False,False,,False,False,,False,True,Taste receptor,,Taste receptor,,
Q7RTX7,CTSR4_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7RTX9,MOT14_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7RTY0,MOT13_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7RTY1,MOT9_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7RTY5,PRS48_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7RTY7,OVCH1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7RTY8,TMPS7_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7RTY9,PRS41_HUMAN,True,False,False,,False,False,,False,False,,To_remove,no ensembl,,
Q7RTZ1,OVCH2_HUMAN,False,False,True,,False,False,,False,True,pseudogene,,pseudogene,,
Q7Z2H8,S36A1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z2K8,GRIN1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z2R9,SSAS1_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q7Z2W7,TRPM8_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z304,MAMC2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z3B1,NEGR1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z3S9,NT2NL_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z3T1,OR2W3_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q7Z407,CSMD3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z408,CSMD2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z410,TMPS9_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z418,KCNKI_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z443,PK1L3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z444,RASE_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q7Z4B0,CR020_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q7Z4F1,LRP10_HUMAN,True,False,False,,False,True,,False,False,,To_add,Probable receptor (uniprot),,
Q7Z4H4,ADM2_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00214;
Q7Z4I7,LIMS2_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7Z4N2,TRPM1_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q7Z4P5,GDF7_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;
Q7Z4R8,CF120_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z4W2,LYZL2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z553,MDGA2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z5A4,PRS42_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5A7,F19A5_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5A8,F19A3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5A9,F19A1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5H4,VN1R5_HUMAN,True,False,False,,False,True,,False,False,,To_remove,no ensembl,,
Q7Z5H5,VN1R4_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q7Z5J1,DHI1L_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5L0,VMO1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5L3,C1QL2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5L7,PODN_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5N4,SDK1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z5P4,DHB13_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z5P9,MUC19_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q7Z5R6,AB1IP_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7Z5Y6,BMP8A_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;
Q7Z601,GP142_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q7Z602,GP141_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q7Z614,SNX20_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7Z692,CEA19_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Adhesion_add (uniprot),,
Q7Z699,SPRE1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7Z6A9,BTLA_HUMAN,True,False,False,,False,True,,False,False,,To_add,ligandIUPHAR,extracellular_add,PF00047;
Q7Z6G8,ANS1B_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q7Z6J2,GRASP_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7Z6J4,FGD2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z6L0,PRRT2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z6M3,MILR1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z6P3,RAB44_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q7Z7A4,PXK_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q7Z7B7,DB132_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z7B8,DB128_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z7D3,VTCN1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z7G0,TARSH_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q7Z7H3,CATIP_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z7J9,CK2N1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q7Z7M1,AGRD2_HUMAN,True,False,False,,False,True,,False,False,,To_add,Adhesion G-protein coupled (uniprot),,
Q86SG7,LYG2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86SH4,PRNT_HUMAN,False,False,True,,False,False,,False,True,putative,,putative,,
Q86SI9,CEI_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86SJ2,AMGO2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86SJ6,DSG4_HUMAN,True,False,False,,False,False,,False,False,,,desmosome junctions,,
Q86SM5,MRGRG_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86SM8,MRGRE_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86SP6,GP149_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86SQ3,AGRE4_HUMAN,True,False,True,,False,True,,False,True,pseudogene,,pseudogene,,
Q86SQ4,GP126_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86SQ6,AGRA1_HUMAN,True,False,False,,False,True,,False,False,,To_add,Adhesion G protein-coupled (uniprot),,
Q86SU0,ILDR1_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86T20,CF001_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86T26,TM11B_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86TE4,LUZP2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86TG1,T150A_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86TH1,ATL2_HUMAN,False,False,True,,False,False,,False,False,,,disintegrin and metalloproteinase,,
Q86TV6,TTC7B_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86TW2,ADCK1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86U17,SPA11_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86UE6,LRRT1_HUMAN,True,False,False,,False,True,,False,False,,To_comment,,Receptor_add,
Q86UF1,TSN33_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86UG4,SO6A1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86UK5,LBN_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86UL8,MAGI2_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q86UN2,R4RL1_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86UN3,R4RL2_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86UP0,CAD24_HUMAN,True,False,False,,False,False,,False,False,,,Cadherin,,
Q86UP6,CUZD1_HUMAN,True,False,False,,False,False,,False,False,,To_add,CUB and zona pellucida-like domain-containing protein 1 (uniprot),,
Q86UR1,NOXA1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86UR5,RIMS1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q86UT5,NHRF4_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q86UU9,TKN4_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86UW1,OSTA_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86UW2,OSTB_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86UW8,HPLN4_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86UX2,ITIH5_HUMAN,False,True,True,,False,False,,False,True,,To_remove,no ensembl,,
Q86V24,ADR2_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86V25,VASH2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86V35,CABP7_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86V40,TIKI1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86VB7,C163A_HUMAN,True,False,True,,False,True,,False,False,,To_comment,,Receptor_add,
Q86VE9,SERC5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86VH4,LRRT4_HUMAN,True,False,False,,False,True,,False,False,,To_comment,,Receptor_add,
Q86VH5,LRRT3_HUMAN,True,False,False,,False,True,,False,False,,To_comment,,Receptor_add,
Q86VL8,S47A2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86VR7,VS10L_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Iglike | Possible_receptor,,
Q86VR8,FJX1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86VW1,S22AG_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86VW2,ARHGP_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q86VZ1,P2RY8_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86W26,NAL10_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86WA9,S2611_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86WB7,UN93A_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86WD7,SPA9_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86WI1,PKHL1_HUMAN,True,False,False,,False,True,,False,False,,To_add,Fibrocystin-L is also predicted to be a receptor protein with a signal peptide,,
Q86WK6,AMGO1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86WK7,AMGO3_HUMAN,True,False,False,,False,False,,False,False,,To_add,Iglike,,
Q86WK9,MPRA_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86WN2,IFNE_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;
Q86WS3,OOSP2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86WV1,SKAP1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86WV6,STING_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86X19,TMM17_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86X27,RGPS2_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q86X29,LSR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF05624;
Q86X52,CHSS1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86XK7,VSIG1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Iglike,Adhesion_add,
Q86XM0,CTSRD_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86XP1,DGKH_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86XP6,GKN2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86XQ3,CTSR3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86XR5,PRIMA_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86XR7,TCAM2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86XS5,ANGL5_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86XT9,TM219_HUMAN,True,False,False,,False,True,,False,False,,,,,PF14940;
Q86XX4,FRAS1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86Y22,CONA1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86Y27,BAGE5_HUMAN,False,False,True,,False,False,,False,True,tumour antigen,,tumour antigen,,
Q86Y28,BAGE4_HUMAN,False,False,True,,False,False,,False,True,tumour antigen,,tumour antigen,,
Q86Y29,BAGE3_HUMAN,False,False,True,,False,False,,False,True,tumour antigen,,tumour antigen,,
Q86Y30,BAGE2_HUMAN,False,False,True,,False,False,,False,True,tumour antigen,,tumour antigen,,
Q86Y34,AGRG3_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF01825;
Q86Y38,XYLT1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86Y78,LYPD6_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q86YC3,NRROS_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86YD1,PTOV1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86YD3,TMM25_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q86YD5,LRA3_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86YJ6,THNS2_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,
Q86YJ7,AN13B_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q86YL7,PDPN_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86YM7,HOME1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86YQ2,LATH_HUMAN,False,False,True,,False,False,,False,True,pseudogene,,pseudogene,,
Q86YR5,GPSM1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q86YR6,POTED_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q86YS7,C2CD5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86YT6,MIB1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86YT9,JAML1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86YW5,TRML1_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q86YW7,GPHB5_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,
Q86Z14,KLOTB_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q86Z23,C1QL4_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IU54,IFNL1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF15177;
Q8IU57,INLR1_HUMAN,True,False,False,,False,True,Interferon_receptor,False,False,,To_add,cytokine_receptor,,PF01108;
Q8IU80,TMPS6_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IU99,CAHM1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IUA0,WFDC8_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IUB2,WFDC3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IUB3,WF10B_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IUB5,WFD13_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IUH2,CREG2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IUH5,ZDH17_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IUK5,PLDX1_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q8IUK8,CBLN2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IUL8,CILP2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IUN9,CLC10_HUMAN,True,False,False,,False,False,,False,False,,To_add,Binds in a calcium-dependent manner to terminal galactose and N-acetylgalactosamine units (uniprot),,
Q8IUW5,RELL1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IUX7,AEBP1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IUX8,EGFL6_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IV16,HDBP1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q8IVE3,PKHH2_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q8IVF7,FMNL3_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q8IVG9,HUNIN_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q8IVI9,NOSTN_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q8IVJ1,S41A1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IVL8,CBPO_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IVM8,S22A9_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IVN8,SBSPO_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IVT5,KSR1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q8IVU1,IGDC3_HUMAN,True,False,False,,False,False,,False,False,,To_add,Immunoglobulin superfamily (uniprot),,
Q8IVV8,NKAI4_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IVY1,CA210_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IW00,VSTM4_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q8IW75,SPA12_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IW92,GLBL2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IWB1,IPRI_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IWE4,DCNL3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IWK6,AGRA3_HUMAN,True,False,False,,False,True,,False,False,,To_add,Iglike,,
Q8IWL1,SFPA2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IWL2,SFTA1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IWT1,SCN4B_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IWT6,LRC8A_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IWU4,ZNT8_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IWV1,LAX1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IWV2,CNTN4_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q8IWY4,SCUB1_HUMAN,False,True,True,,False,False,,False,False,,,,,
Q8IWZ6,BBS7_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IX03,KIBRA_HUMAN,True,False,False,,False,False,,False,False,,To_add,Migration,,
Q8IX05,CD302_HUMAN,True,False,False,,False,True,,False,False,,To_add,Potential multifunctional C-type lectin receptor that may play roles in endocytosis and phagocytosis as well as in cell adhesion and migration. (uniprot),,
Q8IX30,SCUB3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IXA5,SACA3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IXE1,OR4N5_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q8IXH8,CAD26_HUMAN,True,False,False,,False,False,,False,False,,,Cadherin,,
Q8IXJ6,SIR2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IXL6,FA20C_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IXS6,PALM2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IXS8,F126B_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IY33,MILK2_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q8IYB5,SMAP1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q8IYD9,LAS2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IYJ3,SYTL1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q8IYK8,REM2_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q8IYL9,PSYR_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q8IYP2,PRS58_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IYR6,TEFF1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IYS5,OSCAR_HUMAN,True,False,True,,False,True,,False,False,,,,,
Q8IYV9,IZUM1_HUMAN,True,False,False,,False,False,,False,False,,To_comment,,Adhesion_add,
Q8IZ07,AN13A_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q8IZ08,GP135_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q8IZA0,K319L_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IZC6,CORA1_HUMAN,False,False,True,,False,False,,False,False,,,Collagen,,PF01410;PF01391;
Q8IZD2,KMT2E_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q8IZF2,AGRF5_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q8IZF4,AGRG5_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF01825;
Q8IZF6,AGRG4_HUMAN,True,False,False,,False,True,,False,False,,To_add,Adhesion G-protein coupled receptor (uniprot),,
Q8IZF7,AGRF2_HUMAN,True,False,False,,False,True,,False,False,,To_add,Adhesion G-protein coupled receptor (uniprot),,
Q8IZI9,IFNL3_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF15177;
Q8IZJ0,IFNL2_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF15177;
Q8IZJ1,UNC5B_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q8IZJ3,CPMD8_HUMAN,False,True,True,,False,False,,False,False,,,,,
Q8IZM9,S38A6_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IZN7,D107A_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q8IZP0,ABI1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q8IZP1,TBC3A_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q8IZP9,AGRG2_HUMAN,True,False,False,,False,True,,False,False,,,,,
